project_id,ngo_id,project_name,project_status,primary_sector,secondary_sectors,location_country,location_state_primary,location_district_primary,is_remote_area,is_disaster_relief,start_date,end_date,duration_months,duration_days,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,ngo_age_years_at_start,number_of_operational_states,number_of_operational_districts,number_of_sectors,prior_projects_count,prior_max_beneficiaries
PRJ_NGO_00154_3,NGO_00154,Water & Sanitation Initiative #3 (Coimbatore),Completed,"Water, Sanitation & Environment",[],India,Tamil Nadu,Coimbatore,False,False,2022-08-01,2023-12-24,17,510,4403,9,6,6,Successfully completed primary community training and material deployment.,2,2,6,1,3,967.0
PRJ_NGO_00154_2,NGO_00154,Water & Sanitation Initiative #2 (Coimbatore),Completed,"Water, Sanitation & Environment",[],India,Tamil Nadu,Coimbatore,False,False,2023-02-01,2024-12-22,23,690,2330,11,4,3,Successfully completed primary community training and material deployment.,3,2,6,1,4,4403.0
PRJ_NGO_00154_1,NGO_00154,Water & Sanitation Initiative #1 (Coimbatore),Completed,"Water, Sanitation & Environment",[],India,Tamil Nadu,Coimbatore,False,False,2024-03-01,2024-11-26,9,270,3840,2,5,5,Successfully completed primary community training and material deployment.,4,2,6,1,5,4403.0
PRJ_NGO_00155_3,NGO_00155,Healthcare & Medical Initiative #3 (Surat),Completed,Healthcare & Nutrition,[],India,Gujarat,Surat,False,False,2022-06-01,2023-07-26,14,420,4259,6,5,2,Successfully completed primary community training and material deployment.,2,1,2,1,0,
PRJ_NGO_00155_2,NGO_00155,Healthcare & Medical Initiative #2 (Surat),Completed,Healthcare & Nutrition,[],India,Gujarat,Surat,False,False,2023-06-01,2025-04-21,23,690,973,14,5,2,Successfully completed primary community training and material deployment.,3,1,2,1,1,4259.0
PRJ_NGO_00155_1,NGO_00155,Healthcare & Medical Initiative #1 (Surat),Ongoing,Healthcare & Nutrition,[],India,Gujarat,Surat,False,False,2024-12-01,,19,570,2999,7,4,1,,4,1,2,1,2,4259.0
PRJ_NGO_00156_3,NGO_00156,Healthcare & Medical Initiative #3 (South Delhi),Completed,Healthcare & Nutrition,"[""Education & Skill Development""]",India,Delhi,South Delhi,False,False,2022-11-01,2024-02-24,16,480,3042,9,3,2,Successfully completed primary community training and material deployment.,19,2,5,2,0,
PRJ_NGO_00156_2,NGO_00156,Healthcare & Medical Initiative #2 (South Delhi),Completed,Healthcare & Nutrition,"[""Education & Skill Development""]",India,Delhi,South Delhi,False,False,2023-07-01,2024-04-26,10,300,3630,12,5,2,Successfully completed primary community training and material deployment.,20,2,5,2,1,3042.0
PRJ_NGO_00156_1,NGO_00156,Healthcare & Medical Initiative #1 (South Delhi),Completed,Healthcare & Nutrition,"[""Education & Skill Development""]",India,Delhi,South Delhi,False,False,2024-10-01,2025-03-30,6,180,1271,9,5,4,Successfully completed primary community training and material deployment.,21,2,5,2,2,3630.0
PRJ_NGO_00157_2,NGO_00157,Child Welfare Initiative #2 (Bengaluru Urban),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment""]",India,Karnataka,Bengaluru Urban,False,False,2024-09-01,2026-07-23,23,690,1590,4,6,4,Successfully completed primary community training and material deployment.,25,1,2,2,0,
PRJ_NGO_00157_1,NGO_00157,Child Welfare Initiative #1 (Bengaluru Urban),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment""]",India,Karnataka,Bengaluru Urban,False,False,2025-07-01,2026-06-26,12,360,2604,7,6,3,Successfully completed primary community training and material deployment.,26,1,2,2,1,1590.0
PRJ_NGO_00158_2,NGO_00158,Disaster Relief & Rehabilitation Initiative #2 (Raigad),Completed,Emergency Relief & Rehabilitation,"[""Social Welfare & Community Development""]",India,Maharashtra,Raigad,False,True,2023-04-01,2024-02-25,11,330,333,4,6,5,Successfully completed primary community training and material deployment.,1,2,5,2,0,
PRJ_NGO_00158_1,NGO_00158,Disaster Relief & Rehabilitation Initiative #1 (Raigad),Completed,Emergency Relief & Rehabilitation,"[""Social Welfare & Community Development""]",India,Maharashtra,Raigad,False,True,2024-09-01,2025-08-27,12,360,1393,5,3,2,Successfully completed primary community training and material deployment.,2,2,5,2,1,333.0
PRJ_NGO_00159_2,NGO_00159,Healthcare & Medical Initiative #2 (Rajkot),Completed,Healthcare & Nutrition,[],India,Gujarat,Rajkot,True,False,2023-11-01,2025-08-22,22,660,4779,7,6,2,Successfully completed primary community training and material deployment.,11,1,3,1,0,
PRJ_NGO_00159_1,NGO_00159,Healthcare & Medical Initiative #1 (Rajkot),Completed,Healthcare & Nutrition,[],India,Gujarat,Rajkot,True,False,2024-04-01,2025-01-26,10,300,912,6,6,4,Successfully completed primary community training and material deployment.,12,1,3,1,1,4779.0
PRJ_NGO_00160_1,NGO_00160,Environment & Forests Initiative #1 (Sundargarh),Ongoing,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Odisha,Sundargarh,False,False,2024-08-01,,11,330,1534,19,5,3,,1,2,5,2,0,
PRJ_NGO_00161_2,NGO_00161,Women Empowerment Initiative #2 (Nashik),Completed,Social Welfare & Community Development,[],India,Maharashtra,Nashik,False,False,2023-09-01,2024-04-28,8,240,779,3,5,4,Successfully completed primary community training and material deployment.,10,1,3,1,0,
PRJ_NGO_00161_1,NGO_00161,Women Empowerment Initiative #1 (Nashik),Completed,Social Welfare & Community Development,[],India,Maharashtra,Nashik,False,False,2024-12-01,2025-07-29,8,240,4416,6,6,3,Successfully completed primary community training and material deployment.,11,1,3,1,1,779.0
PRJ_NGO_00162_3,NGO_00162,Skill Development & Livelihood Initiative #3 (Ernakulam),Completed,Education & Skill Development,"[""Emergency Relief & Rehabilitation""]",India,Kerala,Ernakulam,False,True,2022-06-01,2024-05-21,24,720,429,9,3,2,Successfully completed primary community training and material deployment.,15,1,2,2,0,
PRJ_NGO_00162_2,NGO_00162,Skill Development & Livelihood Initiative #2 (Ernakulam),Completed,Education & Skill Development,"[""Emergency Relief & Rehabilitation""]",India,Kerala,Ernakulam,False,True,2023-08-01,2024-04-27,9,270,1766,6,6,6,Successfully completed primary community training and material deployment.,16,1,2,2,1,429.0
PRJ_NGO_00162_1,NGO_00162,Skill Development & Livelihood Initiative #1 (Ernakulam),Completed,Education & Skill Development,"[""Emergency Relief & Rehabilitation""]",India,Kerala,Ernakulam,False,True,2024-06-01,2026-05-22,24,720,3805,12,3,3,Successfully completed primary community training and material deployment.,17,1,2,2,2,1766.0
PRJ_NGO_00164_5,NGO_00164,Nutrition & Food Security Initiative #5 (Raigad),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Maharashtra,Raigad,False,True,2021-03-01,2021-11-26,9,270,1600,4,5,5,Successfully completed primary community training and material deployment.,0,2,5,2,0,
PRJ_NGO_00164_4,NGO_00164,Nutrition & Food Security Initiative #4 (Raigad),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Maharashtra,Raigad,False,True,2021-06-01,2022-04-27,11,330,4711,2,4,3,Successfully completed primary community training and material deployment.,0,2,5,2,1,1600.0
PRJ_NGO_00164_3,NGO_00164,Nutrition & Food Security Initiative #3 (Raigad),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Maharashtra,Raigad,False,True,2022-08-01,2023-01-28,6,180,1232,2,6,2,Successfully completed primary community training and material deployment.,1,2,5,2,2,4711.0
PRJ_NGO_00164_2,NGO_00164,Nutrition & Food Security Initiative #2 (Raigad),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Maharashtra,Raigad,False,True,2023-03-01,2024-10-21,20,600,3097,18,4,2,Successfully completed primary community training and material deployment.,2,2,5,2,3,4711.0
PRJ_NGO_00164_1,NGO_00164,Nutrition & Food Security Initiative #1 (Raigad),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Maharashtra,Raigad,False,True,2024-07-01,2025-01-27,7,210,2168,15,4,2,Successfully completed primary community training and material deployment.,3,2,5,2,4,4711.0
PRJ_NGO_00166_7,NGO_00166,Disaster Relief & Rehabilitation Initiative #7 (Salem),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Salem,True,True,2018-10-01,2019-12-25,15,450,2661,3,6,5,Successfully completed primary community training and material deployment.,2,2,2,1,0,
PRJ_NGO_00166_6,NGO_00166,Disaster Relief & Rehabilitation Initiative #6 (Salem),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Salem,True,True,2019-03-01,2019-10-27,8,240,4395,14,5,4,Successfully completed primary community training and material deployment.,3,2,2,1,1,2661.0
PRJ_NGO_00166_5,NGO_00166,Disaster Relief & Rehabilitation Initiative #5 (Salem),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Salem,True,True,2020-06-01,2021-12-23,19,570,3972,3,6,3,Successfully completed primary community training and material deployment.,4,2,2,1,2,4395.0
PRJ_NGO_00166_4,NGO_00166,Disaster Relief & Rehabilitation Initiative #4 (Salem),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Salem,True,True,2021-07-01,2023-03-23,21,630,4304,3,5,5,Successfully completed primary community training and material deployment.,5,2,2,1,3,4395.0
PRJ_NGO_00166_3,NGO_00166,Disaster Relief & Rehabilitation Initiative #3 (Salem),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Salem,True,True,2022-02-01,2023-07-26,18,540,1528,6,3,3,Successfully completed primary community training and material deployment.,6,2,2,1,4,4395.0
PRJ_NGO_00166_2,NGO_00166,Disaster Relief & Rehabilitation Initiative #2 (Salem),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Salem,True,True,2023-09-01,2024-08-26,12,360,438,10,4,4,Successfully completed primary community training and material deployment.,7,2,2,1,5,4395.0
PRJ_NGO_00166_1,NGO_00166,Disaster Relief & Rehabilitation Initiative #1 (Salem),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Salem,True,True,2024-02-01,2025-10-23,21,630,3297,3,4,4,Successfully completed primary community training and material deployment.,8,2,2,1,6,4395.0
PRJ_NGO_00167_6,NGO_00167,Nutrition & Food Security Initiative #6 (Central Delhi),Completed,Healthcare & Nutrition,[],India,Delhi,Central Delhi,False,False,2022-02-01,2023-04-27,15,450,2730,8,3,3,Successfully completed primary community training and material deployment.,0,1,3,1,0,
PRJ_NGO_00167_3,NGO_00167,Nutrition & Food Security Initiative #3 (Central Delhi),Completed,Healthcare & Nutrition,[],India,Delhi,Central Delhi,False,False,2022-04-01,2022-09-28,6,180,2462,6,4,4,Successfully completed primary community training and material deployment.,0,1,3,1,1,2730.0
PRJ_NGO_00167_4,NGO_00167,Nutrition & Food Security Initiative #4 (Central Delhi),Completed,Healthcare & Nutrition,[],India,Delhi,Central Delhi,False,False,2022-10-01,2023-06-28,9,270,1687,14,3,3,Successfully completed primary community training and material deployment.,0,1,3,1,2,2730.0
PRJ_NGO_00167_5,NGO_00167,Nutrition & Food Security Initiative #5 (Central Delhi),Completed,Healthcare & Nutrition,[],India,Delhi,Central Delhi,False,False,2022-11-01,2023-12-26,14,420,4980,8,4,3,Successfully completed primary community training and material deployment.,0,1,3,1,3,2730.0
PRJ_NGO_00167_2,NGO_00167,Nutrition & Food Security Initiative #2 (Central Delhi),Completed,Healthcare & Nutrition,[],India,Delhi,Central Delhi,False,False,2023-06-01,2025-05-21,24,720,3452,11,6,3,Successfully completed primary community training and material deployment.,1,1,3,1,4,4980.0
PRJ_NGO_00167_1,NGO_00167,Nutrition & Food Security Initiative #1 (Central Delhi),Completed,Healthcare & Nutrition,[],India,Delhi,Central Delhi,False,False,2024-05-01,2026-02-20,22,660,2999,7,6,6,Successfully completed primary community training and material deployment.,2,1,3,1,5,4980.0
PRJ_NGO_00168_6,NGO_00168,Healthcare & Medical Initiative #6 (Thane),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Maharashtra,Thane,False,False,2019-08-01,2020-08-25,13,390,2047,6,4,4,Successfully completed primary community training and material deployment.,21,1,3,2,0,
PRJ_NGO_00168_5,NGO_00168,Healthcare & Medical Initiative #5 (Thane),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Maharashtra,Thane,False,False,2020-08-01,2021-08-26,13,390,1757,18,4,2,Successfully completed primary community training and material deployment.,22,1,3,2,1,2047.0
PRJ_NGO_00168_4,NGO_00168,Healthcare & Medical Initiative #4 (Thane),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Maharashtra,Thane,False,False,2021-10-01,2023-02-23,17,510,2122,6,4,3,Successfully completed primary community training and material deployment.,23,1,3,2,2,2047.0
PRJ_NGO_00168_3,NGO_00168,Healthcare & Medical Initiative #3 (Thane),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Maharashtra,Thane,False,False,2022-01-01,2022-11-27,11,330,4170,9,5,3,Successfully completed primary community training and material deployment.,24,1,3,2,3,2122.0
PRJ_NGO_00168_2,NGO_00168,Healthcare & Medical Initiative #2 (Thane),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Maharashtra,Thane,False,False,2023-10-01,2025-02-22,17,510,1462,18,6,3,Successfully completed primary community training and material deployment.,25,1,3,2,4,4170.0
PRJ_NGO_00168_1,NGO_00168,Healthcare & Medical Initiative #1 (Thane),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Maharashtra,Thane,False,False,2024-12-01,2025-07-29,8,240,1547,3,4,2,Successfully completed primary community training and material deployment.,26,1,3,2,5,4170.0
PRJ_NGO_00169_4,NGO_00169,Skill Development & Livelihood Initiative #4 (Kota),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Rajasthan,Kota,True,True,2021-02-01,2023-01-22,24,720,1932,20,5,5,Successfully completed primary community training and material deployment.,4,1,2,3,0,
PRJ_NGO_00169_3,NGO_00169,Skill Development & Livelihood Initiative #3 (Kota),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Rajasthan,Kota,True,True,2022-11-01,2024-02-24,16,480,3708,10,3,3,Successfully completed primary community training and material deployment.,5,1,2,3,1,1932.0
PRJ_NGO_00169_2,NGO_00169,Skill Development & Livelihood Initiative #2 (Kota),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Rajasthan,Kota,True,True,2023-11-01,2024-06-28,8,240,908,15,5,2,Successfully completed primary community training and material deployment.,6,1,2,3,2,3708.0
PRJ_NGO_00169_1,NGO_00169,Skill Development & Livelihood Initiative #1 (Kota),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Rajasthan,Kota,True,True,2024-08-01,2025-02-27,7,210,2808,10,3,3,Successfully completed primary community training and material deployment.,7,1,2,3,3,3708.0
PRJ_NGO_00170_5,NGO_00170,Child Welfare Initiative #5 (Jaipur),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Rajasthan,Jaipur,False,False,2020-12-01,2021-12-26,13,390,1831,3,6,4,Successfully completed primary community training and material deployment.,1,1,3,2,0,
PRJ_NGO_00170_4,NGO_00170,Child Welfare Initiative #4 (Jaipur),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Rajasthan,Jaipur,False,False,2021-01-01,2022-02-25,14,420,470,2,6,3,Successfully completed primary community training and material deployment.,2,1,3,2,1,1831.0
PRJ_NGO_00170_3,NGO_00170,Child Welfare Initiative #3 (Jaipur),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Rajasthan,Jaipur,False,False,2022-05-01,2022-12-27,8,240,1849,14,5,5,Successfully completed primary community training and material deployment.,3,1,3,2,2,1831.0
PRJ_NGO_00170_2,NGO_00170,Child Welfare Initiative #2 (Jaipur),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Rajasthan,Jaipur,False,False,2023-09-01,2025-03-24,19,570,3484,11,6,6,Successfully completed primary community training and material deployment.,4,1,3,2,3,1849.0
PRJ_NGO_00170_1,NGO_00170,Child Welfare Initiative #1 (Jaipur),Ongoing,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Rajasthan,Jaipur,False,False,2024-01-01,,6,180,3647,19,6,2,,5,1,3,2,4,3484.0
PRJ_NGO_00171_4,NGO_00171,Rural Development Initiative #4 (Jaipur),Completed,Social Welfare & Community Development,[],India,Rajasthan,Jaipur,False,False,2021-12-01,2023-04-25,17,510,1317,5,4,4,Successfully completed primary community training and material deployment.,4,1,3,1,0,
PRJ_NGO_00171_3,NGO_00171,Rural Development Initiative #3 (Jaipur),Completed,Social Welfare & Community Development,[],India,Rajasthan,Jaipur,False,False,2022-02-01,2022-11-28,10,300,2030,20,3,2,Successfully completed primary community training and material deployment.,5,1,3,1,1,1317.0
PRJ_NGO_00171_2,NGO_00171,Rural Development Initiative #2 (Jaipur),Completed,Social Welfare & Community Development,[],India,Rajasthan,Jaipur,False,False,2023-01-01,2023-07-30,7,210,2478,20,6,4,Successfully completed primary community training and material deployment.,6,1,3,1,2,2030.0
PRJ_NGO_00171_1,NGO_00171,Rural Development Initiative #1 (Jaipur),Completed,Social Welfare & Community Development,[],India,Rajasthan,Jaipur,False,False,2024-07-01,2025-11-23,17,510,4071,20,4,3,Successfully completed primary community training and material deployment.,7,1,3,1,3,2478.0
PRJ_NGO_00172_2,NGO_00172,Water & Sanitation Initiative #2 (Puri),Completed,"Water, Sanitation & Environment",[],India,Odisha,Puri,True,False,2023-02-01,2023-10-29,9,270,3937,13,3,3,Successfully completed primary community training and material deployment.,21,2,4,1,0,
PRJ_NGO_00172_1,NGO_00172,Water & Sanitation Initiative #1 (Puri),Ongoing,"Water, Sanitation & Environment",[],India,Odisha,Puri,True,False,2024-01-01,,13,390,1997,8,5,2,,22,2,4,1,1,3937.0
PRJ_NGO_00173_3,NGO_00173,Nutrition & Food Security Initiative #3 (Sundargarh),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation"", ""Water, Sanitation & Environment""]",India,Odisha,Sundargarh,False,True,2022-06-01,2023-02-26,9,270,1035,7,4,3,Successfully completed primary community training and material deployment.,0,2,3,3,0,
PRJ_NGO_00173_5,NGO_00173,Nutrition & Food Security Initiative #5 (Sundargarh),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation"", ""Water, Sanitation & Environment""]",India,Odisha,Sundargarh,False,True,2022-06-01,2023-08-25,15,450,1382,5,6,3,Successfully completed primary community training and material deployment.,0,2,3,3,1,1035.0
PRJ_NGO_00173_6,NGO_00173,Nutrition & Food Security Initiative #6 (Sundargarh),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation"", ""Water, Sanitation & Environment""]",India,Odisha,Sundargarh,False,True,2022-06-01,2023-07-26,14,420,3333,8,4,2,Successfully completed primary community training and material deployment.,0,2,3,3,2,1382.0
PRJ_NGO_00173_4,NGO_00173,Nutrition & Food Security Initiative #4 (Sundargarh),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation"", ""Water, Sanitation & Environment""]",India,Odisha,Sundargarh,False,True,2022-07-01,2023-08-25,14,420,2004,19,6,3,Successfully completed primary community training and material deployment.,0,2,3,3,3,3333.0
PRJ_NGO_00173_2,NGO_00173,Nutrition & Food Security Initiative #2 (Sundargarh),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation"", ""Water, Sanitation & Environment""]",India,Odisha,Sundargarh,False,True,2023-10-01,2024-07-27,10,300,1048,20,5,4,Successfully completed primary community training and material deployment.,1,2,3,3,4,3333.0
PRJ_NGO_00173_1,NGO_00173,Nutrition & Food Security Initiative #1 (Sundargarh),Ongoing,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation"", ""Water, Sanitation & Environment""]",India,Odisha,Sundargarh,False,True,2024-02-01,,20,600,4170,11,3,3,,2,2,3,3,5,3333.0
PRJ_NGO_00174_7,NGO_00174,Rural Development Initiative #7 (North 24 Parganas),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,West Bengal,North 24 Parganas,False,False,2018-07-01,2019-09-24,15,450,3766,6,4,4,Successfully completed primary community training and material deployment.,3,1,2,2,0,
PRJ_NGO_00174_6,NGO_00174,Rural Development Initiative #6 (North 24 Parganas),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,West Bengal,North 24 Parganas,False,False,2019-08-01,2020-08-25,13,390,4466,12,6,5,Successfully completed primary community training and material deployment.,4,1,2,2,1,3766.0
PRJ_NGO_00174_5,NGO_00174,Rural Development Initiative #5 (North 24 Parganas),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,West Bengal,North 24 Parganas,False,False,2020-03-01,2020-08-28,6,180,3380,7,6,5,Successfully completed primary community training and material deployment.,5,1,2,2,2,4466.0
PRJ_NGO_00174_4,NGO_00174,Rural Development Initiative #4 (North 24 Parganas),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,West Bengal,North 24 Parganas,False,False,2021-06-01,2022-07-26,14,420,4601,3,6,4,Successfully completed primary community training and material deployment.,6,1,2,2,3,4466.0
PRJ_NGO_00174_3,NGO_00174,Rural Development Initiative #3 (North 24 Parganas),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,West Bengal,North 24 Parganas,False,False,2022-09-01,2024-05-23,21,630,2640,2,3,3,Successfully completed primary community training and material deployment.,7,1,2,2,4,4601.0
PRJ_NGO_00174_2,NGO_00174,Rural Development Initiative #2 (North 24 Parganas),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,West Bengal,North 24 Parganas,False,False,2023-05-01,2025-02-19,22,660,3251,19,4,4,Successfully completed primary community training and material deployment.,8,1,2,2,5,4601.0
PRJ_NGO_00174_1,NGO_00174,Rural Development Initiative #1 (North 24 Parganas),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,West Bengal,North 24 Parganas,False,False,2024-02-01,2024-09-28,8,240,1443,5,4,2,Successfully completed primary community training and material deployment.,9,1,2,2,6,4601.0
PRJ_NGO_00175_2,NGO_00175,Environment & Forests Initiative #2 (Ernakulam),Completed,"Water, Sanitation & Environment",[],India,Kerala,Ernakulam,False,False,2024-05-01,2025-05-26,13,390,2124,19,3,3,Successfully completed primary community training and material deployment.,0,1,2,1,0,
PRJ_NGO_00175_1,NGO_00175,Environment & Forests Initiative #1 (Ernakulam),Ongoing,"Water, Sanitation & Environment",[],India,Kerala,Ernakulam,False,False,2024-07-01,,12,360,231,12,3,2,,0,1,2,1,1,2124.0
PRJ_NGO_00176_5,NGO_00176,Women Empowerment Initiative #5 (Mangaluru),Completed,Social Welfare & Community Development,"[""Emergency Relief & Rehabilitation""]",India,Karnataka,Mangaluru,False,True,2022-05-01,2023-11-22,19,570,3840,11,4,4,Successfully completed primary community training and material deployment.,0,2,4,2,0,
PRJ_NGO_00176_4,NGO_00176,Women Empowerment Initiative #4 (Mangaluru),Completed,Social Welfare & Community Development,"[""Emergency Relief & Rehabilitation""]",India,Karnataka,Mangaluru,False,True,2022-10-01,2024-07-22,22,660,4832,7,5,4,Successfully completed primary community training and material deployment.,0,2,4,2,1,3840.0
PRJ_NGO_00176_3,NGO_00176,Women Empowerment Initiative #3 (Mangaluru),Completed,Social Welfare & Community Development,"[""Emergency Relief & Rehabilitation""]",India,Karnataka,Mangaluru,False,True,2023-03-01,2024-07-23,17,510,971,6,5,5,Successfully completed primary community training and material deployment.,1,2,4,2,2,4832.0
PRJ_NGO_00176_2,NGO_00176,Women Empowerment Initiative #2 (Mangaluru),Completed,Social Welfare & Community Development,"[""Emergency Relief & Rehabilitation""]",India,Karnataka,Mangaluru,False,True,2024-01-01,2024-10-27,10,300,3287,13,6,6,Successfully completed primary community training and material deployment.,2,2,4,2,3,4832.0
PRJ_NGO_00176_1,NGO_00176,Women Empowerment Initiative #1 (Mangaluru),Completed,Social Welfare & Community Development,"[""Emergency Relief & Rehabilitation""]",India,Karnataka,Mangaluru,False,True,2025-09-01,2026-09-26,13,390,2648,13,6,3,Successfully completed primary community training and material deployment.,3,2,4,2,4,4832.0
PRJ_NGO_00178_2,NGO_00178,Nutrition & Food Security Initiative #2 (Coimbatore),Completed,Healthcare & Nutrition,[],India,Tamil Nadu,Coimbatore,False,False,2023-12-01,2024-08-27,9,270,2091,10,5,4,Successfully completed primary community training and material deployment.,8,1,2,1,0,
PRJ_NGO_00178_1,NGO_00178,Nutrition & Food Security Initiative #1 (Coimbatore),Completed,Healthcare & Nutrition,[],India,Tamil Nadu,Coimbatore,False,False,2024-03-01,2025-09-22,19,570,455,5,4,4,Successfully completed primary community training and material deployment.,9,1,2,1,1,2091.0
PRJ_NGO_00179_4,NGO_00179,Nutrition & Food Security Initiative #4 (Khordha),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Odisha,Khordha,True,False,2021-10-01,2023-05-24,20,600,2329,11,4,2,Successfully completed primary community training and material deployment.,19,1,1,3,0,
PRJ_NGO_00179_3,NGO_00179,Nutrition & Food Security Initiative #3 (Khordha),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Odisha,Khordha,True,False,2022-09-01,2023-11-25,15,450,3978,5,5,5,Successfully completed primary community training and material deployment.,20,1,1,3,1,2329.0
PRJ_NGO_00179_2,NGO_00179,Nutrition & Food Security Initiative #2 (Khordha),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Odisha,Khordha,True,False,2023-05-01,2025-01-20,21,630,3199,8,5,3,Successfully completed primary community training and material deployment.,21,1,1,3,2,3978.0
PRJ_NGO_00179_1,NGO_00179,Nutrition & Food Security Initiative #1 (Khordha),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Odisha,Khordha,True,False,2024-09-01,2025-03-30,7,210,2727,4,5,5,Successfully completed primary community training and material deployment.,22,1,1,3,3,3978.0
PRJ_NGO_00180_1,NGO_00180,Skill Development & Livelihood Initiative #1 (Vellore),Ongoing,Education & Skill Development,[],India,Tamil Nadu,Vellore,False,False,2024-10-01,,23,690,4129,9,3,3,,0,3,7,1,0,
PRJ_NGO_00181_1,NGO_00181,Skill Development & Livelihood Initiative #1 (Thane),Completed,Education & Skill Development,[],India,Maharashtra,Thane,False,False,2024-04-01,2025-10-23,19,570,1509,18,6,6,Successfully completed primary community training and material deployment.,1,2,6,1,0,
PRJ_NGO_00182_7,NGO_00182,Environment & Forests Initiative #7 (South Delhi),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Delhi,South Delhi,False,False,2019-04-01,2020-06-24,15,450,4469,4,6,4,Successfully completed primary community training and material deployment.,4,1,2,2,0,
PRJ_NGO_00182_6,NGO_00182,Environment & Forests Initiative #6 (South Delhi),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Delhi,South Delhi,False,False,2020-01-01,2020-11-26,11,330,3655,14,6,2,Successfully completed primary community training and material deployment.,5,1,2,2,1,4469.0
PRJ_NGO_00182_5,NGO_00182,Environment & Forests Initiative #5 (South Delhi),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Delhi,South Delhi,False,False,2021-10-01,2022-04-29,7,210,4362,9,6,5,Successfully completed primary community training and material deployment.,6,1,2,2,2,4469.0
PRJ_NGO_00182_4,NGO_00182,Environment & Forests Initiative #4 (South Delhi),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Delhi,South Delhi,False,False,2022-06-01,2023-02-26,9,270,3311,11,4,4,Successfully completed primary community training and material deployment.,7,1,2,2,3,4469.0
