project_id,line_item_id,category,description,unit,unit_cost_inr,quantity,total_cost_inr
PRJ_NGO_00161_2,PRJ_NGO_00161_2_ITEM_2,Staff,Staff costs for project,person-month,42721.46,4,170885.84
PRJ_NGO_00161_2,PRJ_NGO_00161_2_ITEM_3,Transport,Transport costs for project,trip,13501.47,3,40504.409999999996
PRJ_NGO_00161_2,PRJ_NGO_00161_2_ITEM_4,Admin,Admin costs for project,lump-sum,659332.21,1,659332.21
PRJ_NGO_00161_2,PRJ_NGO_00161_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,337276.03,1,337276.03
PRJ_NGO_00161_1,PRJ_NGO_00161_1_ITEM_1,Materials,Materials costs for project,kit,7.61,4416,33605.76
PRJ_NGO_00161_1,PRJ_NGO_00161_1_ITEM_2,Staff,Staff costs for project,person-month,670211.57,4,2680846.28
PRJ_NGO_00161_1,PRJ_NGO_00161_1_ITEM_3,Transport,Transport costs for project,trip,97694.13,22,2149270.8600000003
PRJ_NGO_00161_1,PRJ_NGO_00161_1_ITEM_4,Admin,Admin costs for project,lump-sum,3225568.49,1,3225568.49
PRJ_NGO_00161_1,PRJ_NGO_00161_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,1866203.76,1,1866203.76
PRJ_NGO_00162_3,PRJ_NGO_00162_3_ITEM_1,Materials,Materials costs for project,kit,370.25,429,158837.25
PRJ_NGO_00162_3,PRJ_NGO_00162_3_ITEM_2,Staff,Staff costs for project,person-month,62101.12,12,745213.4400000001
PRJ_NGO_00162_3,PRJ_NGO_00162_3_ITEM_3,Transport,Transport costs for project,trip,434582.95,2,869165.9
PRJ_NGO_00162_3,PRJ_NGO_00162_3_ITEM_4,Admin,Admin costs for project,lump-sum,1126515.63,1,1126515.63
PRJ_NGO_00162_3,PRJ_NGO_00162_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,350467.4,1,350467.4
PRJ_NGO_00162_2,PRJ_NGO_00162_2_ITEM_1,Materials,Materials costs for project,kit,542.51,1766,958072.66
PRJ_NGO_00162_2,PRJ_NGO_00162_2_ITEM_2,Staff,Staff costs for project,person-month,314541.02,4,1258164.08
PRJ_NGO_00162_2,PRJ_NGO_00162_2_ITEM_3,Transport,Transport costs for project,trip,142146.55,8,1137172.4
PRJ_NGO_00162_2,PRJ_NGO_00162_2_ITEM_4,Admin,Admin costs for project,lump-sum,962848.09,1,962848.09
PRJ_NGO_00162_2,PRJ_NGO_00162_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,546644.6,1,546644.6
PRJ_NGO_00162_1,PRJ_NGO_00162_1_ITEM_1,Materials,Materials costs for project,kit,295.62,3805,1124834.1
PRJ_NGO_00162_1,PRJ_NGO_00162_1_ITEM_2,Staff,Staff costs for project,person-month,594204.17,12,7130450.040000001
PRJ_NGO_00162_1,PRJ_NGO_00162_1_ITEM_3,Transport,Transport costs for project,trip,538685.41,19,10235022.790000001
PRJ_NGO_00162_1,PRJ_NGO_00162_1_ITEM_4,Admin,Admin costs for project,lump-sum,4825773.14,1,4825773.14
PRJ_NGO_00162_1,PRJ_NGO_00162_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,4464205.59,1,4464205.59
PRJ_NGO_00164_5,PRJ_NGO_00164_5_ITEM_1,Food,Food costs for project,unit,110.2,14400,1586880.0
PRJ_NGO_00164_5,PRJ_NGO_00164_5_ITEM_2,Transport,Transport costs for project,trip,85873.28,8,686986.24
PRJ_NGO_00164_5,PRJ_NGO_00164_5_ITEM_3,Staff,Staff costs for project,person-month,90991.32,4,363965.28
PRJ_NGO_00164_5,PRJ_NGO_00164_5_ITEM_4,Admin,Admin costs for project,lump-sum,305408.52,1,305408.52
PRJ_NGO_00164_5,PRJ_NGO_00164_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,272225.96,1,272225.96
PRJ_NGO_00164_4,PRJ_NGO_00164_4_ITEM_1,Food,Food costs for project,unit,36.66,51821,1899757.8599999999
PRJ_NGO_00164_4,PRJ_NGO_00164_4_ITEM_2,Transport,Transport costs for project,trip,82574.58,23,1899215.34
PRJ_NGO_00164_4,PRJ_NGO_00164_4_ITEM_3,Staff,Staff costs for project,person-month,708175.72,5,3540878.5999999996
PRJ_NGO_00164_4,PRJ_NGO_00164_4_ITEM_4,Admin,Admin costs for project,lump-sum,535978.15,1,535978.15
PRJ_NGO_00164_4,PRJ_NGO_00164_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,3623963.37,1,3623963.37
PRJ_NGO_00164_3,PRJ_NGO_00164_3_ITEM_1,Food,Food costs for project,unit,79.34,7392,586481.28
PRJ_NGO_00164_3,PRJ_NGO_00164_3_ITEM_2,Transport,Transport costs for project,trip,36063.0,6,216378.0
PRJ_NGO_00164_3,PRJ_NGO_00164_3_ITEM_3,Staff,Staff costs for project,person-month,49988.45,3,149965.34999999998
PRJ_NGO_00164_3,PRJ_NGO_00164_3_ITEM_4,Admin,Admin costs for project,lump-sum,581055.54,1,581055.54
PRJ_NGO_00164_3,PRJ_NGO_00164_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,373135.71,1,373135.71
PRJ_NGO_00164_2,PRJ_NGO_00164_2_ITEM_1,Food,Food costs for project,unit,9.21,61940,570467.4
PRJ_NGO_00164_2,PRJ_NGO_00164_2_ITEM_2,Transport,Transport costs for project,trip,133712.07,15,2005681.05
PRJ_NGO_00164_2,PRJ_NGO_00164_2_ITEM_3,Staff,Staff costs for project,person-month,417651.63,10,4176516.3
PRJ_NGO_00164_2,PRJ_NGO_00164_2_ITEM_4,Admin,Admin costs for project,lump-sum,4088415.91,1,4088415.91
PRJ_NGO_00164_2,PRJ_NGO_00164_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,2855922.31,1,2855922.31
PRJ_NGO_00164_1,PRJ_NGO_00164_1_ITEM_1,Food,Food costs for project,unit,71.27,15176,1081593.52
PRJ_NGO_00164_1,PRJ_NGO_00164_1_ITEM_2,Transport,Transport costs for project,trip,85698.17,10,856981.7
PRJ_NGO_00164_1,PRJ_NGO_00164_1_ITEM_3,Staff,Staff costs for project,person-month,255276.5,3,765829.5
PRJ_NGO_00164_1,PRJ_NGO_00164_1_ITEM_4,Admin,Admin costs for project,lump-sum,290660.21,1,290660.21
PRJ_NGO_00164_1,PRJ_NGO_00164_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,1161080.91,1,1161080.91
PRJ_NGO_00166_7,PRJ_NGO_00166_7_ITEM_1,Relief Kits,Relief Kits costs for project,unit,46.26,39915,1846467.9
PRJ_NGO_00166_7,PRJ_NGO_00166_7_ITEM_2,Shelter,Shelter costs for project,family,5823.44,665,3872587.5999999996
PRJ_NGO_00166_7,PRJ_NGO_00166_7_ITEM_3,Transport,Transport costs for project,trip,229999.76,13,2989996.88
PRJ_NGO_00166_7,PRJ_NGO_00166_7_ITEM_4,Medical,Medical costs for project,kit,36.2,2661,96328.20000000001
PRJ_NGO_00166_7,PRJ_NGO_00166_7_ITEM_5,Staff,Staff costs for project,person-month,222047.0,7,1554329.0
PRJ_NGO_00166_6,PRJ_NGO_00166_6_ITEM_1,Relief Kits,Relief Kits costs for project,unit,73.11,35160,2570547.6
PRJ_NGO_00166_6,PRJ_NGO_00166_6_ITEM_2,Shelter,Shelter costs for project,family,1673.74,1098,1837766.52
PRJ_NGO_00166_6,PRJ_NGO_00166_6_ITEM_3,Transport,Transport costs for project,trip,230610.5,21,4842820.5
PRJ_NGO_00166_6,PRJ_NGO_00166_6_ITEM_4,Medical,Medical costs for project,kit,369.38,4395,1623425.1
PRJ_NGO_00166_6,PRJ_NGO_00166_6_ITEM_5,Staff,Staff costs for project,person-month,237618.86,4,950475.44
PRJ_NGO_00166_5,PRJ_NGO_00166_5_ITEM_1,Relief Kits,Relief Kits costs for project,unit,11.24,75468,848260.3200000001
PRJ_NGO_00166_5,PRJ_NGO_00166_5_ITEM_2,Shelter,Shelter costs for project,family,987.16,993,980249.88
PRJ_NGO_00166_5,PRJ_NGO_00166_5_ITEM_3,Transport,Transport costs for project,trip,214197.34,19,4069749.46
PRJ_NGO_00166_5,PRJ_NGO_00166_5_ITEM_4,Medical,Medical costs for project,kit,3428.12,3972,13616492.639999999
PRJ_NGO_00166_5,PRJ_NGO_00166_5_ITEM_5,Staff,Staff costs for project,person-month,214645.62,9,1931810.58
PRJ_NGO_00166_4,PRJ_NGO_00166_4_ITEM_1,Relief Kits,Relief Kits costs for project,unit,81.25,90384,7343700.0
PRJ_NGO_00166_4,PRJ_NGO_00166_4_ITEM_2,Shelter,Shelter costs for project,family,784.73,1076,844369.48
PRJ_NGO_00166_4,PRJ_NGO_00166_4_ITEM_3,Transport,Transport costs for project,trip,84287.11,21,1770029.31
PRJ_NGO_00166_4,PRJ_NGO_00166_4_ITEM_4,Medical,Medical costs for project,kit,1694.74,4304,7294160.96
PRJ_NGO_00166_4,PRJ_NGO_00166_4_ITEM_5,Staff,Staff costs for project,person-month,508875.77,10,5088757.7
PRJ_NGO_00166_3,PRJ_NGO_00166_3_ITEM_1,Relief Kits,Relief Kits costs for project,unit,42.75,27504,1175796.0
PRJ_NGO_00166_3,PRJ_NGO_00166_3_ITEM_2,Shelter,Shelter costs for project,family,3745.33,382,1430716.06
PRJ_NGO_00166_3,PRJ_NGO_00166_3_ITEM_3,Transport,Transport costs for project,trip,388943.93,7,2722607.51
PRJ_NGO_00166_3,PRJ_NGO_00166_3_ITEM_4,Medical,Medical costs for project,kit,687.19,1528,1050026.32
PRJ_NGO_00166_3,PRJ_NGO_00166_3_ITEM_5,Staff,Staff costs for project,person-month,15716.93,9,141452.37
PRJ_NGO_00166_2,PRJ_NGO_00166_2_ITEM_1,Relief Kits,Relief Kits costs for project,unit,67.94,5256,357092.64
PRJ_NGO_00166_2,PRJ_NGO_00166_2_ITEM_2,Shelter,Shelter costs for project,family,2950.79,109,321636.11
PRJ_NGO_00166_2,PRJ_NGO_00166_2_ITEM_3,Transport,Transport costs for project,trip,186912.12,2,373824.24
PRJ_NGO_00166_2,PRJ_NGO_00166_2_ITEM_4,Medical,Medical costs for project,kit,185.21,438,81121.98000000001
PRJ_NGO_00166_2,PRJ_NGO_00166_2_ITEM_5,Staff,Staff costs for project,person-month,29954.79,6,179728.74
PRJ_NGO_00166_1,PRJ_NGO_00166_1_ITEM_1,Relief Kits,Relief Kits costs for project,unit,6.86,69237,474965.82
PRJ_NGO_00166_1,PRJ_NGO_00166_1_ITEM_2,Shelter,Shelter costs for project,family,2723.96,824,2244543.04
PRJ_NGO_00166_1,PRJ_NGO_00166_1_ITEM_3,Transport,Transport costs for project,trip,232383.6,16,3718137.6
PRJ_NGO_00166_1,PRJ_NGO_00166_1_ITEM_4,Medical,Medical costs for project,kit,872.78,3297,2877555.6599999997
PRJ_NGO_00166_1,PRJ_NGO_00166_1_ITEM_5,Staff,Staff costs for project,person-month,1011809.81,10,10118098.100000001
PRJ_NGO_00167_6,PRJ_NGO_00167_6_ITEM_1,Food,Food costs for project,unit,10.79,40950,441850.49999999994
PRJ_NGO_00167_6,PRJ_NGO_00167_6_ITEM_2,Transport,Transport costs for project,trip,337226.0,13,4383938.0
PRJ_NGO_00167_6,PRJ_NGO_00167_6_ITEM_3,Staff,Staff costs for project,person-month,53947.21,7,377630.47
PRJ_NGO_00167_6,PRJ_NGO_00167_6_ITEM_4,Admin,Admin costs for project,lump-sum,708896.96,1,708896.96
PRJ_NGO_00167_6,PRJ_NGO_00167_6_ITEM_5,Contingency,Contingency costs for project,lump-sum,73885.76,1,73885.76
PRJ_NGO_00167_3,PRJ_NGO_00167_3_ITEM_1,Food,Food costs for project,unit,29.34,14772,433410.48
PRJ_NGO_00167_3,PRJ_NGO_00167_3_ITEM_2,Transport,Transport costs for project,trip,20484.33,12,245811.96000000002
PRJ_NGO_00167_3,PRJ_NGO_00167_3_ITEM_3,Staff,Staff costs for project,person-month,634981.59,3,1904944.77
PRJ_NGO_00167_3,PRJ_NGO_00167_3_ITEM_4,Admin,Admin costs for project,lump-sum,358029.6,1,358029.6
PRJ_NGO_00167_3,PRJ_NGO_00167_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,38574.63,1,38574.63
PRJ_NGO_00167_4,PRJ_NGO_00167_4_ITEM_1,Food,Food costs for project,unit,3.75,15183,56936.25
PRJ_NGO_00167_4,PRJ_NGO_00167_4_ITEM_2,Transport,Transport costs for project,trip,6034.9,8,48279.2
PRJ_NGO_00167_4,PRJ_NGO_00167_4_ITEM_3,Staff,Staff costs for project,person-month,55050.7,4,220202.8
PRJ_NGO_00167_4,PRJ_NGO_00167_4_ITEM_4,Admin,Admin costs for project,lump-sum,194611.58,1,194611.58
PRJ_NGO_00167_4,PRJ_NGO_00167_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,1919913.72,1,1919913.72
PRJ_NGO_00167_5,PRJ_NGO_00167_5_ITEM_1,Food,Food costs for project,unit,10.12,69720,705566.3999999999
PRJ_NGO_00167_5,PRJ_NGO_00167_5_ITEM_2,Transport,Transport costs for project,trip,163347.07,24,3920329.68
PRJ_NGO_00167_5,PRJ_NGO_00167_5_ITEM_3,Staff,Staff costs for project,person-month,264183.96,7,1849287.7200000002
PRJ_NGO_00167_5,PRJ_NGO_00167_5_ITEM_4,Admin,Admin costs for project,lump-sum,4085641.9,1,4085641.9
PRJ_NGO_00167_5,PRJ_NGO_00167_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,1291144.11,1,1291144.11
PRJ_NGO_00167_2,PRJ_NGO_00167_2_ITEM_1,Food,Food costs for project,unit,1.95,82848,161553.6
PRJ_NGO_00167_2,PRJ_NGO_00167_2_ITEM_2,Transport,Transport costs for project,trip,34800.21,17,591603.57
PRJ_NGO_00167_2,PRJ_NGO_00167_2_ITEM_3,Staff,Staff costs for project,person-month,92131.17,12,1105574.04
PRJ_NGO_00167_2,PRJ_NGO_00167_2_ITEM_4,Admin,Admin costs for project,lump-sum,5725119.8,1,5725119.8
PRJ_NGO_00167_2,PRJ_NGO_00167_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,3181551.25,1,3181551.25
PRJ_NGO_00167_1,PRJ_NGO_00167_1_ITEM_1,Food,Food costs for project,unit,25.29,65978,1668583.6199999999
PRJ_NGO_00167_1,PRJ_NGO_00167_1_ITEM_2,Transport,Transport costs for project,trip,300106.37,14,4201489.18
PRJ_NGO_00167_1,PRJ_NGO_00167_1_ITEM_3,Staff,Staff costs for project,person-month,237556.21,11,2613118.31
PRJ_NGO_00167_1,PRJ_NGO_00167_1_ITEM_4,Admin,Admin costs for project,lump-sum,162679.04,1,162679.04
PRJ_NGO_00167_1,PRJ_NGO_00167_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,1105120.92,1,1105120.92
PRJ_NGO_00168_6,PRJ_NGO_00168_6_ITEM_1,Materials,Materials costs for project,kit,618.35,2047,1265762.45
PRJ_NGO_00168_6,PRJ_NGO_00168_6_ITEM_2,Staff,Staff costs for project,person-month,150807.03,6,904842.1799999999
PRJ_NGO_00168_6,PRJ_NGO_00168_6_ITEM_3,Transport,Transport costs for project,trip,48421.03,10,484210.3
PRJ_NGO_00168_6,PRJ_NGO_00168_6_ITEM_4,Admin,Admin costs for project,lump-sum,1081515.11,1,1081515.11
PRJ_NGO_00168_6,PRJ_NGO_00168_6_ITEM_5,Contingency,Contingency costs for project,lump-sum,1756463.39,1,1756463.39
PRJ_NGO_00168_5,PRJ_NGO_00168_5_ITEM_1,Materials,Materials costs for project,kit,900.43,1757,1582055.51
PRJ_NGO_00168_5,PRJ_NGO_00168_5_ITEM_2,Staff,Staff costs for project,person-month,21864.71,6,131188.26
PRJ_NGO_00168_5,PRJ_NGO_00168_5_ITEM_3,Transport,Transport costs for project,trip,293587.5,8,2348700.0
PRJ_NGO_00168_5,PRJ_NGO_00168_5_ITEM_4,Admin,Admin costs for project,lump-sum,166482.3,1,166482.3
PRJ_NGO_00168_5,PRJ_NGO_00168_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,1246576.51,1,1246576.51
PRJ_NGO_00168_4,PRJ_NGO_00168_4_ITEM_1,Materials,Materials costs for project,kit,192.5,2122,408485.0
PRJ_NGO_00168_4,PRJ_NGO_00168_4_ITEM_2,Staff,Staff costs for project,person-month,108053.24,8,864425.92
PRJ_NGO_00168_4,PRJ_NGO_00168_4_ITEM_3,Transport,Transport costs for project,trip,510841.7,10,5108417.0
PRJ_NGO_00168_4,PRJ_NGO_00168_4_ITEM_4,Admin,Admin costs for project,lump-sum,1229272.31,1,1229272.31
PRJ_NGO_00168_4,PRJ_NGO_00168_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,1180995.32,1,1180995.32
PRJ_NGO_00168_3,PRJ_NGO_00168_3_ITEM_1,Materials,Materials costs for project,kit,1242.77,4170,5182350.9
PRJ_NGO_00168_3,PRJ_NGO_00168_3_ITEM_2,Staff,Staff costs for project,person-month,66568.61,5,332843.05
PRJ_NGO_00168_3,PRJ_NGO_00168_3_ITEM_3,Transport,Transport costs for project,trip,90570.45,20,1811409.0
PRJ_NGO_00168_3,PRJ_NGO_00168_3_ITEM_4,Admin,Admin costs for project,lump-sum,3509781.53,1,3509781.53
PRJ_NGO_00168_3,PRJ_NGO_00168_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,1771012.09,1,1771012.09
PRJ_NGO_00168_2,PRJ_NGO_00168_2_ITEM_1,Materials,Materials costs for project,kit,584.62,1462,854714.4400000001
PRJ_NGO_00168_2,PRJ_NGO_00168_2_ITEM_2,Staff,Staff costs for project,person-month,4775.81,8,38206.48
PRJ_NGO_00168_2,PRJ_NGO_00168_2_ITEM_3,Transport,Transport costs for project,trip,271732.95,7,1902130.6500000001
PRJ_NGO_00168_2,PRJ_NGO_00168_2_ITEM_4,Admin,Admin costs for project,lump-sum,1879665.32,1,1879665.32
PRJ_NGO_00168_2,PRJ_NGO_00168_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,1416680.49,1,1416680.49
PRJ_NGO_00168_1,PRJ_NGO_00168_1_ITEM_1,Materials,Materials costs for project,kit,305.89,1547,473211.82999999996
PRJ_NGO_00168_1,PRJ_NGO_00168_1_ITEM_2,Staff,Staff costs for project,person-month,172443.64,4,689774.56
PRJ_NGO_00168_1,PRJ_NGO_00168_1_ITEM_3,Transport,Transport costs for project,trip,12862.44,7,90037.08
PRJ_NGO_00168_1,PRJ_NGO_00168_1_ITEM_4,Admin,Admin costs for project,lump-sum,264980.57,1,264980.57
PRJ_NGO_00168_1,PRJ_NGO_00168_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,1250900.67,1,1250900.67
PRJ_NGO_00169_4,PRJ_NGO_00169_4_ITEM_1,Materials,Materials costs for project,kit,99.92,1932,193045.44
PRJ_NGO_00169_4,PRJ_NGO_00169_4_ITEM_2,Staff,Staff costs for project,person-month,681999.35,12,8183992.199999999
PRJ_NGO_00169_4,PRJ_NGO_00169_4_ITEM_3,Transport,Transport costs for project,trip,434359.77,9,3909237.93
PRJ_NGO_00169_4,PRJ_NGO_00169_4_ITEM_4,Admin,Admin costs for project,lump-sum,1148205.77,1,1148205.77
PRJ_NGO_00169_4,PRJ_NGO_00169_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,1784621.63,1,1784621.63
PRJ_NGO_00169_3,PRJ_NGO_00169_3_ITEM_1,Materials,Materials costs for project,kit,1341.54,3708,4974430.32
PRJ_NGO_00169_3,PRJ_NGO_00169_3_ITEM_2,Staff,Staff costs for project,person-month,41705.98,8,333647.84
PRJ_NGO_00169_3,PRJ_NGO_00169_3_ITEM_3,Transport,Transport costs for project,trip,168062.66,18,3025127.88
PRJ_NGO_00169_3,PRJ_NGO_00169_3_ITEM_4,Admin,Admin costs for project,lump-sum,3933932.75,1,3933932.75
PRJ_NGO_00169_3,PRJ_NGO_00169_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,6716477.86,1,6716477.86
PRJ_NGO_00169_2,PRJ_NGO_00169_2_ITEM_1,Materials,Materials costs for project,kit,706.3,908,641320.3999999999
PRJ_NGO_00169_2,PRJ_NGO_00169_2_ITEM_2,Staff,Staff costs for project,person-month,256081.64,4,1024326.56
PRJ_NGO_00169_2,PRJ_NGO_00169_2_ITEM_3,Transport,Transport costs for project,trip,66830.4,4,267321.6
PRJ_NGO_00169_2,PRJ_NGO_00169_2_ITEM_4,Admin,Admin costs for project,lump-sum,688234.84,1,688234.84
PRJ_NGO_00169_2,PRJ_NGO_00169_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,104893.0,1,104893.0
PRJ_NGO_00169_1,PRJ_NGO_00169_1_ITEM_1,Materials,Materials costs for project,kit,448.92,2808,1260567.36
PRJ_NGO_00169_1,PRJ_NGO_00169_1_ITEM_2,Staff,Staff costs for project,person-month,546497.31,3,1639491.9300000002
PRJ_NGO_00169_1,PRJ_NGO_00169_1_ITEM_3,Transport,Transport costs for project,trip,66143.86,14,926014.04
PRJ_NGO_00169_1,PRJ_NGO_00169_1_ITEM_4,Admin,Admin costs for project,lump-sum,1428396.24,1,1428396.24
PRJ_NGO_00169_1,PRJ_NGO_00169_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,3779026.77,1,3779026.77
PRJ_NGO_00170_5,PRJ_NGO_00170_5_ITEM_1,Materials,Materials costs for project,kit,335.18,1831,613714.58
PRJ_NGO_00170_5,PRJ_NGO_00170_5_ITEM_2,Staff,Staff costs for project,person-month,65262.44,6,391574.64
PRJ_NGO_00170_5,PRJ_NGO_00170_5_ITEM_3,Transport,Transport costs for project,trip,141976.83,9,1277791.47
PRJ_NGO_00170_5,PRJ_NGO_00170_5_ITEM_4,Admin,Admin costs for project,lump-sum,1388200.65,1,1388200.65
PRJ_NGO_00170_5,PRJ_NGO_00170_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,482613.19,1,482613.19
PRJ_NGO_00170_4,PRJ_NGO_00170_4_ITEM_1,Materials,Materials costs for project,kit,259.81,470,122110.7
PRJ_NGO_00170_4,PRJ_NGO_00170_4_ITEM_2,Staff,Staff costs for project,person-month,44484.22,7,311389.54000000004
PRJ_NGO_00170_4,PRJ_NGO_00170_4_ITEM_3,Transport,Transport costs for project,trip,251325.69,2,502651.38
PRJ_NGO_00170_4,PRJ_NGO_00170_4_ITEM_4,Admin,Admin costs for project,lump-sum,103189.07,1,103189.07
PRJ_NGO_00170_4,PRJ_NGO_00170_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,111358.79,1,111358.79
PRJ_NGO_00170_3,PRJ_NGO_00170_3_ITEM_1,Materials,Materials costs for project,kit,645.09,1849,1192771.4100000001
PRJ_NGO_00170_3,PRJ_NGO_00170_3_ITEM_2,Staff,Staff costs for project,person-month,116961.16,4,467844.64
PRJ_NGO_00170_3,PRJ_NGO_00170_3_ITEM_3,Transport,Transport costs for project,trip,53956.5,9,485608.5
PRJ_NGO_00170_3,PRJ_NGO_00170_3_ITEM_4,Admin,Admin costs for project,lump-sum,723622.71,1,723622.71
PRJ_NGO_00170_3,PRJ_NGO_00170_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,96853.14,1,96853.14
PRJ_NGO_00170_2,PRJ_NGO_00170_2_ITEM_1,Materials,Materials costs for project,kit,803.54,3484,2799533.36
PRJ_NGO_00170_2,PRJ_NGO_00170_2_ITEM_2,Staff,Staff costs for project,person-month,34366.4,9,309297.60000000003
PRJ_NGO_00170_2,PRJ_NGO_00170_2_ITEM_3,Transport,Transport costs for project,trip,15859.65,17,269614.05
PRJ_NGO_00170_2,PRJ_NGO_00170_2_ITEM_4,Admin,Admin costs for project,lump-sum,4749832.28,1,4749832.28
PRJ_NGO_00170_2,PRJ_NGO_00170_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,2658507.69,1,2658507.69
PRJ_NGO_00170_1,PRJ_NGO_00170_1_ITEM_1,Materials,Materials costs for project,kit,10.95,3647,39934.649999999994
PRJ_NGO_00170_1,PRJ_NGO_00170_1_ITEM_2,Staff,Staff costs for project,person-month,557274.31,3,1671822.9300000002
PRJ_NGO_00170_1,PRJ_NGO_00170_1_ITEM_3,Transport,Transport costs for project,trip,110038.64,18,1980695.52
PRJ_NGO_00170_1,PRJ_NGO_00170_1_ITEM_4,Admin,Admin costs for project,lump-sum,438510.72,1,438510.72
PRJ_NGO_00170_1,PRJ_NGO_00170_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,436423.71,1,436423.71
PRJ_NGO_00171_4,PRJ_NGO_00171_4_ITEM_1,Materials,Materials costs for project,kit,30.21,1317,39786.57
PRJ_NGO_00171_4,PRJ_NGO_00171_4_ITEM_2,Staff,Staff costs for project,person-month,31616.85,8,252934.8
PRJ_NGO_00171_4,PRJ_NGO_00171_4_ITEM_3,Transport,Transport costs for project,trip,75881.85,6,455291.10000000003
PRJ_NGO_00171_4,PRJ_NGO_00171_4_ITEM_4,Admin,Admin costs for project,lump-sum,1541341.44,1,1541341.44
PRJ_NGO_00171_4,PRJ_NGO_00171_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,118251.73,1,118251.73
PRJ_NGO_00171_3,PRJ_NGO_00171_3_ITEM_1,Materials,Materials costs for project,kit,296.47,2030,601834.1000000001
PRJ_NGO_00171_3,PRJ_NGO_00171_3_ITEM_2,Staff,Staff costs for project,person-month,62454.34,5,312271.69999999995
PRJ_NGO_00171_3,PRJ_NGO_00171_3_ITEM_3,Transport,Transport costs for project,trip,56186.98,10,561869.8
PRJ_NGO_00171_3,PRJ_NGO_00171_3_ITEM_4,Admin,Admin costs for project,lump-sum,817531.88,1,817531.88
PRJ_NGO_00171_3,PRJ_NGO_00171_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,290099.47,1,290099.47
PRJ_NGO_00171_2,PRJ_NGO_00171_2_ITEM_1,Materials,Materials costs for project,kit,19.85,2478,49188.3
PRJ_NGO_00171_2,PRJ_NGO_00171_2_ITEM_2,Staff,Staff costs for project,person-month,277109.41,3,831328.23
PRJ_NGO_00171_2,PRJ_NGO_00171_2_ITEM_3,Transport,Transport costs for project,trip,33765.26,12,405183.12
PRJ_NGO_00171_2,PRJ_NGO_00171_2_ITEM_4,Admin,Admin costs for project,lump-sum,1270566.32,1,1270566.32
PRJ_NGO_00171_2,PRJ_NGO_00171_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,114042.44,1,114042.44
PRJ_NGO_00171_1,PRJ_NGO_00171_1_ITEM_1,Materials,Materials costs for project,kit,50.35,4071,204974.85
PRJ_NGO_00171_1,PRJ_NGO_00171_1_ITEM_2,Staff,Staff costs for project,person-month,33140.8,8,265126.4
PRJ_NGO_00171_1,PRJ_NGO_00171_1_ITEM_3,Transport,Transport costs for project,trip,297179.99,20,5943599.8
PRJ_NGO_00171_1,PRJ_NGO_00171_1_ITEM_4,Admin,Admin costs for project,lump-sum,2673172.05,1,2673172.05
PRJ_NGO_00171_1,PRJ_NGO_00171_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,444539.79,1,444539.79
PRJ_NGO_00172_2,PRJ_NGO_00172_2_ITEM_1,Materials,Materials costs for project,kit,247.86,3937,975824.8200000001
PRJ_NGO_00172_2,PRJ_NGO_00172_2_ITEM_2,Labor,Labor costs for project,person-month,656791.76,4,2627167.04
PRJ_NGO_00172_2,PRJ_NGO_00172_2_ITEM_3,Transport,Transport costs for project,trip,78732.81,19,1495923.39
PRJ_NGO_00172_2,PRJ_NGO_00172_2_ITEM_4,Admin,Admin costs for project,lump-sum,885337.84,1,885337.84
PRJ_NGO_00172_2,PRJ_NGO_00172_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,1045250.87,1,1045250.87
PRJ_NGO_00172_1,PRJ_NGO_00172_1_ITEM_1,Materials,Materials costs for project,kit,651.64,1997,1301325.08
