financial_report_id,ngo_id,financial_year,document_type,document_source,audit_status,auditor_name,total_income,grant_income,donation_income,other_income,fcra_income,nfcra_income,total_expenditure,programme_expenses,administrative_expenses,fundraising_expenses,employee_expenses,consultancy_expenses,material_expenses,other_expenses,cash_and_bank_balance,total_assets,total_liabilities,surplus_or_deficit,related_party_transactions,source_url,verification_status
FIN_NGO_00154_FY2023-24,NGO_00154,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",2769723.24,1664902.87,481001.67,623818.7,0.0,2769723.24,2528562.06,2143108.04,339550.85,106117.26,244316.87,0.0,0.0,-304530.96,1244490.18,837358.66,227316.7,241161.18,0.0,https://eleos.org/docs/FIN_NGO_00154_FY2023-24.pdf,Verified
FIN_NGO_00155_FY2025-26,NGO_00155,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",30118442.92,20602058.3,6398819.47,3117565.15,0.0,30118442.92,27624342.41,21503443.36,3172156.94,750617.74,2655621.69,0.0,0.0,-457497.32,11211347.9,20547056.32,4791243.31,2494100.51,0.0,https://eleos.org/docs/FIN_NGO_00155_FY2025-26.pdf,Verified
FIN_NGO_00155_FY2024-25,NGO_00155,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",26240461.16,19483293.52,4939171.0,1817996.64,0.0,26240461.16,23551025.85,19236686.56,2927316.74,746680.24,1516635.61,0.0,0.0,-876293.3,9450235.91,22411878.97,7548393.58,2689435.31,0.0,https://eleos.org/docs/FIN_NGO_00155_FY2024-25.pdf,Verified
FIN_NGO_00155_FY2023-24,NGO_00155,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",28098485.72,12396513.09,4686758.23,11015214.4,0.0,28098485.72,28611373.81,21700682.22,3966999.0,459314.06,1822868.14,198453.12,396906.23,66151.04,11833797.25,22535876.79,2714332.74,-512888.09,0.0,https://eleos.org/docs/FIN_NGO_00155_FY2023-24.pdf,Verified
FIN_NGO_00155_FY2022-23,NGO_00155,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",26074380.0,11362712.06,12872300.46,1839367.48,0.0,26074380.0,25703308.92,20191738.85,3035611.53,624844.47,2145872.91,0.0,0.0,-294758.84,11562505.8,23476373.36,9380541.27,371071.08,0.0,https://eleos.org/docs/FIN_NGO_00155_FY2022-23.pdf,Verified
FIN_NGO_00156_FY2025-26,NGO_00156,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",237977029.48,112954920.04,80959884.01,44062225.43,76192253.43,161784776.05,242033458.92,194586198.78,30981711.3,8116371.22,14434778.01,0.0,0.0,-6085600.39,133551556.46,371449128.48,50975838.26,-4056429.44,0.0,https://eleos.org/docs/FIN_NGO_00156_FY2025-26.pdf,Verified
FIN_NGO_00156_FY2024-25,NGO_00156,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",200160506.29,125096523.6,51542193.89,23521788.8,51720438.3,148440067.99,178113569.5,143463063.68,15021046.13,4283710.02,14549385.08,238909.38,477818.76,79636.45,33717462.04,423171413.23,50171260.25,22046936.79,0.0,https://eleos.org/docs/FIN_NGO_00156_FY2024-25.pdf,Verified
FIN_NGO_00156_FY2023-24,NGO_00156,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",204140933.9,103694266.41,60035061.51,40411605.98,45843084.55,158297849.35,189008280.44,161725986.29,20466887.27,6269547.19,8694475.17,0.0,0.0,-8148615.48,85005892.62,398367604.96,40754399.91,15132653.46,0.0,https://eleos.org/docs/FIN_NGO_00156_FY2023-24.pdf,Verified
FIN_NGO_00156_FY2022-23,NGO_00156,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",189526033.99,76635742.3,73223242.45,39667049.24,61427125.22,128098908.77,189739392.35,135133715.33,14495816.84,4743823.85,11873916.03,7047636.09,14095272.19,2349212.02,102982680.61,427890278.4,114257706.25,-213358.36,0.0,https://eleos.org/docs/FIN_NGO_00156_FY2022-23.pdf,Verified
FIN_NGO_00156_FY2021-22,NGO_00156,FY2021-22,Audited Financial Statement,Public Repository,Qualified,"M/s V. Raman & Co., Chartered Accountants",177713788.82,93179177.32,36023349.35,48511262.15,70384863.33,107328925.49,167412333.29,141907185.27,13112953.45,4955601.3,15386985.2,0.0,0.0,-7950391.93,70105417.64,369806636.05,86973485.84,10301455.53,0.0,https://eleos.org/docs/FIN_NGO_00156_FY2021-22.pdf,Extracted
FIN_NGO_00157_FY2025-26,NGO_00157,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",16304047.03,10343072.57,5931575.33,29399.13,0.0,16304047.03,16497210.86,11597760.09,2123449.92,557951.77,831019.77,416108.8,832217.59,138702.92,6137691.12,25422278.17,2646103.05,-193163.83,0.0,https://eleos.org/docs/FIN_NGO_00157_FY2025-26.pdf,Verified
FIN_NGO_00157_FY2024-25,NGO_00157,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",15767277.45,7178035.54,3386536.56,5202705.35,0.0,15767277.45,13993237.53,11560625.39,795551.55,654615.83,1173008.49,0.0,0.0,-190563.73,5798530.98,22744288.19,7458230.68,1774039.92,0.0,https://eleos.org/docs/FIN_NGO_00157_FY2024-25.pdf,Verified
FIN_NGO_00157_FY2023-24,NGO_00157,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",16882281.69,10835022.92,5577660.22,469598.55,0.0,16882281.69,15255378.54,11835308.64,1395995.05,652320.59,930902.49,132255.53,264511.07,44085.17,9789384.57,26203351.99,3994662.44,1626903.15,0.0,https://eleos.org/docs/FIN_NGO_00157_FY2023-24.pdf,Verified
FIN_NGO_00157_FY2022-23,NGO_00157,FY2022-23,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",18408849.82,10150365.05,7591404.46,667080.31,0.0,18408849.82,17941539.12,13369411.52,2112040.86,213252.47,1740354.72,151943.86,303887.72,50647.97,6541819.38,23113172.93,4859040.04,467310.7,0.0,https://eleos.org/docs/FIN_NGO_00157_FY2022-23.pdf,Verified
FIN_NGO_00157_FY2021-22,NGO_00157,FY2021-22,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",20860049.26,14355968.89,3387888.27,3116192.1,0.0,20860049.26,19190520.11,13532960.32,1293813.7,947800.97,1843811.47,471640.1,943280.19,157213.36,8033793.71,25324912.45,8086033.45,1669529.15,0.0,https://eleos.org/docs/FIN_NGO_00157_FY2021-22.pdf,Verified
FIN_NGO_00158_FY2025-26,NGO_00158,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",2633767.86,978167.9,1065338.13,590261.83,0.0,2633767.86,2546157.55,2106947.57,328736.28,73849.92,207017.99,0.0,0.0,-170394.21,955237.41,1833135.49,242241.41,87610.31,0.0,https://eleos.org/docs/FIN_NGO_00158_FY2025-26.pdf,Verified
FIN_NGO_00158_FY2024-25,NGO_00158,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",2848076.79,1361948.69,1108782.53,377345.57,0.0,2848076.79,2608166.05,1831453.97,256374.32,79548.26,254610.99,55853.55,111707.1,18617.86,1093951.79,1694970.12,485828.73,239910.74,0.0,https://eleos.org/docs/FIN_NGO_00158_FY2024-25.pdf,Verified
FIN_NGO_00158_FY2023-24,NGO_00158,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",2862936.03,1179533.71,1541359.55,142042.77,0.0,2862936.03,2751363.19,2212943.38,152653.55,62126.01,274015.03,14887.57,29775.13,4962.52,595456.76,1727351.74,314848.3,111572.84,0.0,https://eleos.org/docs/FIN_NGO_00158_FY2023-24.pdf,Verified
FIN_NGO_00158_FY2022-23,NGO_00158,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",2587288.05,1744063.79,780346.95,62877.31,0.0,2587288.05,2340212.74,2006894.42,230839.13,89908.41,228897.18,0.0,0.0,-216326.4,505721.34,1631742.95,435714.72,247075.31,0.0,https://eleos.org/docs/FIN_NGO_00158_FY2022-23.pdf,Verified
FIN_NGO_00158_FY2021-22,NGO_00158,FY2021-22,Audited Financial Statement,Public Repository,Unknown,"M/s Gupta & Aggarwal, Chartered Accountants",2340894.65,1351176.73,417038.17,572679.75,0.0,2340894.65,2188421.89,1872504.51,303489.79,65649.96,174136.8,0.0,0.0,-227359.17,1222136.67,1888439.99,509830.4,152472.76,0.0,https://eleos.org/docs/FIN_NGO_00158_FY2021-22.pdf,Extracted
FIN_NGO_00159_FY2025-26,NGO_00159,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",29764915.85,20362787.05,6460814.64,2941314.16,0.0,29764915.85,30162264.46,21500515.59,2512674.84,1439896.33,2682475.6,608010.63,1216021.26,202670.21,13396966.29,12380484.67,1514874.41,-397348.61,0.0,https://eleos.org/docs/FIN_NGO_00159_FY2025-26.pdf,Verified
FIN_NGO_00159_FY2024-25,NGO_00159,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",29045387.75,20586055.5,5956522.0,2502810.25,0.0,29045387.75,27068430.39,19715590.62,1533272.76,696186.36,2552532.03,771254.59,1542509.18,257084.85,15801246.76,13061058.97,4064913.67,1976957.36,0.0,https://eleos.org/docs/FIN_NGO_00159_FY2024-25.pdf,Verified
FIN_NGO_00159_FY2023-24,NGO_00159,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",23833798.01,12603512.06,6054831.63,5175454.32,0.0,23833798.01,23037890.41,17319613.95,2847829.78,478141.8,2188103.62,61260.38,122520.76,20420.12,3938991.61,12825904.79,2695816.33,795907.6,0.0,https://eleos.org/docs/FIN_NGO_00159_FY2023-24.pdf,Verified
FIN_NGO_00159_FY2022-23,NGO_00159,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",24247660.34,11340156.41,4942662.65,7964841.28,0.0,24247660.34,23398280.67,18161119.55,2364913.94,383081.9,1808916.51,204074.63,408149.26,68024.88,12692533.53,12607204.8,3302844.14,849379.67,0.0,https://eleos.org/docs/FIN_NGO_00159_FY2022-23.pdf,Verified
FIN_NGO_00159_FY2021-22,NGO_00159,FY2021-22,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",24821626.17,13378642.28,11404435.42,38548.47,0.0,24821626.17,23132251.53,18479757.34,2166949.66,568206.16,1777989.12,41804.77,83609.55,13934.93,10309603.91,11736265.74,2770466.28,1689374.64,0.0,https://eleos.org/docs/FIN_NGO_00159_FY2021-22.pdf,Verified
FIN_NGO_00160_FY2025-26,NGO_00160,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",1698220.09,775340.07,342855.16,580024.86,0.0,1698220.09,1692957.59,1402099.6,137459.74,49847.89,97546.37,1801.2,3602.39,600.4,523936.89,825477.34,113854.55,5262.5,0.0,https://eleos.org/docs/FIN_NGO_00160_FY2025-26.pdf,Verified
FIN_NGO_00160_FY2024-25,NGO_00160,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",1924205.06,1055961.38,288666.04,579577.64,0.0,1924205.06,1752446.71,1372891.41,235579.18,61834.61,75332.19,2042.8,4085.6,680.92,879839.31,757098.37,138195.21,171758.35,0.0,https://eleos.org/docs/FIN_NGO_00160_FY2024-25.pdf,Verified
FIN_NGO_00161_FY2025-26,NGO_00161,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",42972822.75,29149591.69,7450449.19,6372781.87,7011232.78,35961589.97,37843779.56,28883416.36,4649849.26,1408523.42,2861705.22,12085.59,24171.18,4028.53,14832243.12,75151192.75,26227250.04,5129043.19,0.0,https://eleos.org/docs/FIN_NGO_00161_FY2025-26.pdf,Verified
FIN_NGO_00161_FY2024-25,NGO_00161,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",47385045.78,27232647.88,11376339.16,8776058.74,11273408.02,36111637.76,45633397.43,37690040.77,2860138.54,1311184.8,3379117.42,117874.77,235749.54,39291.59,19920902.53,74583373.66,16679639.59,1751648.35,0.0,https://eleos.org/docs/FIN_NGO_00161_FY2024-25.pdf,Verified
FIN_NGO_00162_FY2025-26,NGO_00162,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",3729865.1,2670590.13,829465.2,229809.77,0.0,3729865.1,3650256.01,2699556.68,199948.49,171855.8,324793.44,76230.48,152460.95,25410.17,1265677.99,2223183.78,446124.21,79609.09,0.0,https://eleos.org/docs/FIN_NGO_00162_FY2025-26.pdf,Verified
FIN_NGO_00162_FY2024-25,NGO_00162,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",3335082.73,1411103.2,1674333.51,249646.02,0.0,3335082.73,2984897.77,2348911.55,294537.16,121265.62,179089.06,12328.31,24656.63,4109.44,1184085.82,2335871.33,745577.34,350184.96,0.0,https://eleos.org/docs/FIN_NGO_00162_FY2024-25.pdf,Verified
FIN_NGO_00162_FY2023-24,NGO_00162,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",2854506.49,1094229.0,561542.06,1198735.43,0.0,2854506.49,2519597.31,2066582.92,339456.13,124597.13,115108.52,0.0,0.0,-126147.39,791826.24,2153979.77,824390.19,334909.18,0.0,https://eleos.org/docs/FIN_NGO_00162_FY2023-24.pdf,Verified
FIN_NGO_00162_FY2022-23,NGO_00162,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",2522736.15,1522568.04,630920.46,369247.65,0.0,2522736.15,2314678.27,1832708.67,307259.54,108319.27,136352.19,0.0,0.0,-69961.4,1435675.46,2328122.63,929999.47,208057.88,0.0,https://eleos.org/docs/FIN_NGO_00162_FY2022-23.pdf,Verified
FIN_NGO_00162_FY2021-22,NGO_00162,FY2021-22,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",2466190.17,1172670.48,1103154.86,190364.83,0.0,2466190.17,2314458.58,1809583.18,297345.59,37763.51,100843.88,20676.73,41353.46,6892.23,1287366.7,2434311.49,301080.45,151731.59,0.0,https://eleos.org/docs/FIN_NGO_00162_FY2021-22.pdf,Verified
FIN_NGO_00164_FY2025-26,NGO_00164,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",8279534.11,3622578.13,1997751.7,2659204.28,0.0,8279534.11,7948224.21,5878390.55,465546.58,329836.97,325193.65,284776.94,569553.87,94925.65,3748187.95,4822017.79,1695802.77,331309.9,0.0,https://eleos.org/docs/FIN_NGO_00164_FY2025-26.pdf,Verified
FIN_NGO_00164_FY2024-25,NGO_00164,FY2024-25,Audited Financial Statement,NGO Website,Qualified,"M/s Sen & Dasgupta, Chartered Accountants",9067331.4,5135786.79,3709177.62,222366.99,0.0,9067331.4,8091451.47,6245618.35,581514.94,373130.14,397193.24,148198.44,296396.89,49399.47,2801997.13,4220732.48,594381.8,975879.93,0.0,https://eleos.org/docs/FIN_NGO_00164_FY2024-25.pdf,Extracted
FIN_NGO_00164_FY2023-24,NGO_00164,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",8527138.1,6311024.25,2133742.85,82371.0,0.0,8527138.1,8152150.83,6033691.66,1050658.64,339114.6,601256.74,38228.76,76457.51,12742.92,2540526.59,4529823.96,705839.04,374987.27,0.0,https://eleos.org/docs/FIN_NGO_00164_FY2023-24.pdf,Verified
FIN_NGO_00166_FY2025-26,NGO_00166,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",3871877.33,1411091.26,971554.9,1489231.17,0.0,3871877.33,3478370.99,2397040.69,467282.33,65256.68,284366.27,79327.51,158655.02,26442.49,1768646.46,4024548.11,1429301.95,393506.34,0.0,https://eleos.org/docs/FIN_NGO_00166_FY2025-26.pdf,Verified
FIN_NGO_00166_FY2024-25,NGO_00166,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",3694758.52,1579824.5,1956538.31,158395.71,0.0,3694758.52,3461996.56,2827325.11,329929.76,157359.64,225291.92,0.0,0.0,-77909.87,1204554.77,3625846.89,1433327.57,232761.96,0.0,https://eleos.org/docs/FIN_NGO_00166_FY2024-25.pdf,Verified
FIN_NGO_00166_FY2023-24,NGO_00166,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",3336704.22,2273198.9,757750.36,305754.96,0.0,3336704.22,2997970.96,2230654.1,393568.84,94408.39,137178.84,42648.24,85296.47,14216.08,556180.07,3641977.14,541087.59,338733.26,0.0,https://eleos.org/docs/FIN_NGO_00166_FY2023-24.pdf,Verified
FIN_NGO_00167_FY2025-26,NGO_00167,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",16994977.41,6951074.3,4348729.23,5695173.88,0.0,16994977.41,16579921.99,12202893.59,2053580.1,564238.05,747391.77,303545.54,607091.09,101181.85,4672799.96,7064016.34,1424463.44,415055.42,0.0,https://eleos.org/docs/FIN_NGO_00167_FY2025-26.pdf,Verified
FIN_NGO_00167_FY2024-25,NGO_00167,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",19731245.12,14594083.77,3366131.98,1771029.37,0.0,19731245.12,18083762.84,13487123.39,997939.56,343528.45,1300181.41,586497.01,1172994.02,195499.0,4541799.26,7986984.1,2736940.13,1647482.28,0.0,https://eleos.org/docs/FIN_NGO_00167_FY2024-25.pdf,Verified
FIN_NGO_00167_FY2023-24,NGO_00167,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",18778304.2,11593432.9,4998660.44,2186210.86,0.0,18778304.2,18571192.32,12721974.22,2566769.17,827210.75,1040443.08,424438.53,848877.05,141479.52,6410815.57,7798539.38,2359384.56,207111.88,0.0,https://eleos.org/docs/FIN_NGO_00167_FY2023-24.pdf,Verified
FIN_NGO_00167_FY2022-23,NGO_00167,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",19365267.9,13709947.31,5098304.16,557016.43,0.0,19365267.9,19608854.34,14280838.59,2343022.43,694724.32,1844982.73,133585.88,267171.76,44528.63,6475751.68,7122493.74,1504382.13,-243586.44,0.0,https://eleos.org/docs/FIN_NGO_00167_FY2022-23.pdf,Verified
FIN_NGO_00167_FY2021-22,NGO_00167,FY2021-22,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",18575113.1,11911354.07,5798770.99,864988.04,0.0,18575113.1,16674994.98,12486493.01,2044694.48,771014.93,1098123.14,82400.83,164801.65,27466.94,3977679.96,7191047.33,766837.48,1900118.12,0.0,https://eleos.org/docs/FIN_NGO_00167_FY2021-22.pdf,Verified
FIN_NGO_00168_FY2025-26,NGO_00168,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",3561243.39,2535515.97,761671.2,264056.22,0.0,3561243.39,3231105.76,2273956.07,286591.72,84879.55,261454.99,97267.03,194534.06,32422.34,490167.3,5529032.47,655652.7,330137.63,0.0,https://eleos.org/docs/FIN_NGO_00168_FY2025-26.pdf,Verified
FIN_NGO_00168_FY2024-25,NGO_00168,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",3817993.89,2581408.43,1112884.44,123701.02,0.0,3817993.89,3706778.79,3142745.04,206316.94,91555.6,354569.31,0.0,0.0,-88408.1,1776075.81,5259414.02,565887.56,111215.1,0.0,https://eleos.org/docs/FIN_NGO_00168_FY2024-25.pdf,Verified
FIN_NGO_00168_FY2023-24,NGO_00168,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",4133420.36,1555344.21,984817.01,1593259.14,0.0,4133420.36,3987056.54,3043562.06,503171.99,107717.93,206099.14,37951.63,75903.26,12650.53,1050009.61,5870363.25,1981413.08,146363.82,0.0,https://eleos.org/docs/FIN_NGO_00168_FY2023-24.pdf,Verified
FIN_NGO_00169_FY2025-26,NGO_00169,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",253331272.81,137151156.55,63354529.16,52825587.1,0.0,253331272.81,230616762.99,188108396.75,14250310.63,11252848.73,12127953.68,1463175.96,2926351.92,487725.32,114253502.76,285571422.98,110140674.75,22714509.82,0.0,https://eleos.org/docs/FIN_NGO_00169_FY2025-26.pdf,Verified
FIN_NGO_00169_FY2024-25,NGO_00169,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",217410673.49,128918284.93,46791703.3,41700685.26,0.0,217410673.49,196017380.6,138724314.99,19683904.37,7766731.81,15724745.07,4235305.31,8470610.62,1411768.43,109347001.77,337007926.87,97530290.83,21393292.89,0.0,https://eleos.org/docs/FIN_NGO_00169_FY2024-25.pdf,Verified
FIN_NGO_00169_FY2023-24,NGO_00169,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",209977371.04,105158930.07,91697710.13,13120730.84,0.0,209977371.04,211243648.97,167141855.59,29442131.58,7656227.92,11124895.86,0.0,0.0,-4121461.98,57272712.88,331255483.56,111668455.38,-1266277.93,0.0,https://eleos.org/docs/FIN_NGO_00169_FY2023-24.pdf,Verified
FIN_NGO_00169_FY2022-23,NGO_00169,FY2022-23,Audited Financial Statement,NGO Website,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",236818797.75,93755649.63,41482905.6,101580242.52,0.0,236818797.75,208609844.24,156755185.04,25318653.83,8992529.15,11796215.51,1724178.21,3448356.42,574726.08,101071718.44,290257467.07,77692389.52,28208953.51,0.0,https://eleos.org/docs/FIN_NGO_00169_FY2022-23.pdf,Verified
FIN_NGO_00169_FY2021-22,NGO_00169,FY2021-22,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",221810451.97,78836053.07,105674486.23,37299912.67,0.0,221810451.97,219556039.59,157982707.03,18592666.42,2699063.2,14068614.88,7863896.42,15727792.84,2621298.8,105822739.45,290265042.44,101143312.94,2254412.38,0.0,https://eleos.org/docs/FIN_NGO_00169_FY2021-22.pdf,Verified
FIN_NGO_00170_FY2025-26,NGO_00170,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",6635105.65,3484357.02,1834618.27,1316130.36,0.0,6635105.65,6331605.99,5176944.66,578926.62,209392.7,382094.27,0.0,0.0,-15752.26,2917722.58,11805365.42,2669275.51,303499.66,0.0,https://eleos.org/docs/FIN_NGO_00170_FY2025-26.pdf,Verified
FIN_NGO_00170_FY2024-25,NGO_00170,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",7687789.46,4796989.33,2717226.75,173573.38,0.0,7687789.46,7593959.03,6118384.79,590726.97,103792.87,356287.96,127429.93,254859.86,42476.65,2387600.22,10749795.75,4150967.81,93830.43,0.0,https://eleos.org/docs/FIN_NGO_00170_FY2024-25.pdf,Verified
FIN_NGO_00170_FY2023-24,NGO_00170,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",7230778.21,3205186.66,1510269.06,2515322.49,0.0,7230778.21,6716487.38,4758880.61,690108.44,73483.47,410500.77,235054.23,470108.46,78351.4,3719436.96,10942192.82,2022516.48,514290.83,0.0,https://eleos.org/docs/FIN_NGO_00170_FY2023-24.pdf,Verified
FIN_NGO_00171_FY2025-26,NGO_00171,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",46227431.29,32352896.5,13472654.54,401880.25,0.0,46227431.29,45803941.64,33555453.68,3202913.83,1897317.61,3780758.15,1010249.51,2020499.02,336749.84,13863765.77,50982016.51,13806727.57,423489.65,0.0,https://eleos.org/docs/FIN_NGO_00171_FY2025-26.pdf,Verified
FIN_NGO_00171_FY2024-25,NGO_00171,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",41941450.43,26518525.57,14123709.81,1299215.05,0.0,41941450.43,42058478.8,30687625.45,3809662.74,1902586.84,2253699.26,1021471.35,2042942.71,340490.45,11856166.47,55444569.54,16788975.51,-117028.37,0.0,https://eleos.org/docs/FIN_NGO_00171_FY2024-25.pdf,Verified
FIN_NGO_00171_FY2023-24,NGO_00171,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",37782131.85,22190518.68,10634470.88,4957142.29,0.0,37782131.85,36293014.45,25517424.9,4176073.98,680169.24,3027300.6,867613.72,1735227.44,289204.57,20280035.97,56732224.78,20690302.13,1489117.4,0.0,https://eleos.org/docs/FIN_NGO_00171_FY2023-24.pdf,Verified
FIN_NGO_00171_FY2022-23,NGO_00171,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",34370548.87,13454163.59,5281292.07,15635093.21,0.0,34370548.87,30800139.49,25901652.04,3122845.41,1159652.29,1470562.69,0.0,0.0,-854572.94,11992607.13,50121960.88,9926506.23,3570409.38,0.0,https://eleos.org/docs/FIN_NGO_00171_FY2022-23.pdf,Verified
FIN_NGO_00172_FY2025-26,NGO_00172,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",4506119.63,1995293.01,1503025.5,1007801.12,0.0,4506119.63,4215359.14,3306107.02,402141.56,177213.07,343926.04,0.0,0.0,-14028.55,2363877.3,2425313.96,266301.56,290760.49,0.0,https://eleos.org/docs/FIN_NGO_00172_FY2025-26.pdf,Verified
FIN_NGO_00172_FY2024-25,NGO_00172,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",4204053.36,2661748.29,759037.22,783267.85,0.0,4204053.36,4221108.94,3524051.81,355960.29,50674.08,316389.01,0.0,0.0,-25966.25,2013086.1,2341351.42,917069.12,-17055.58,0.0,https://eleos.org/docs/FIN_NGO_00172_FY2024-25.pdf,Verified
FIN_NGO_00172_FY2023-24,NGO_00172,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",3846114.14,2874658.0,696106.6,275349.54,0.0,3846114.14,3834037.82,3187868.37,211869.24,160100.1,205898.77,20490.4,40980.8,6830.14,2391000.27,2121500.9,730899.53,12076.32,0.0,https://eleos.org/docs/FIN_NGO_00172_FY2023-24.pdf,Verified
