project_id,ngo_id,project_name,project_status,project_description,primary_sector,secondary_sectors,funder_name,location_states,location_districts,start_date,end_date,duration_months,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,partnerships_reported,source_url,source_type,verification_status
PRJ_NGO_00148_3,NGO_00148,Environment & Forests Initiative #3 (Salem),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,[],Public Donations,"[""Tamil Nadu""]","[""Salem""]",2022-01-01,2022-08-29,8,1921,14,5,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00148_3,Annual Report,Self-reported
PRJ_NGO_00148_4,NGO_00148,Environment & Forests Initiative #4 (Salem),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,[],Public Donations,"[""Tamil Nadu""]","[""Salem""]",2021-08-01,2022-04-28,9,2885,8,3,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00148_4,Annual Report,Self-reported
PRJ_NGO_00149_1,NGO_00149,Water & Sanitation Initiative #1 (Thrissur),Ongoing,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],CSR India Grant,"[""Kerala""]","[""Thrissur""]",2024-06-01,,21,4474,8,6,3,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00149_1,Annual Report,Self-reported
PRJ_NGO_00149_2,NGO_00149,Water & Sanitation Initiative #2 (Thrissur),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],Public Donations,"[""Kerala""]","[""Thrissur""]",2023-11-01,2024-07-28,9,2684,11,6,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00149_2,Annual Report,Self-reported
PRJ_NGO_00149_3,NGO_00149,Water & Sanitation Initiative #3 (Thrissur),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],District Development Fund,"[""Kerala""]","[""Thrissur""]",2022-12-01,2024-08-22,21,4292,9,6,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00149_3,Annual Report,Self-reported
PRJ_NGO_00150_1,NGO_00150,Environment & Forests Initiative #1 (Ernakulam),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Disaster Relief & Rehabilitation"", ""Healthcare & Medical""]",District Development Fund,"[""Kerala""]","[""Ernakulam""]",2024-08-01,2025-08-26,13,3420,11,4,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00150_1,Annual Report,Self-reported
PRJ_NGO_00150_2,NGO_00150,Environment & Forests Initiative #2 (Ernakulam),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Disaster Relief & Rehabilitation"", ""Healthcare & Medical""]",,"[""Kerala""]","[""Ernakulam""]",2023-05-01,2024-06-24,14,4280,5,4,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00150_2,Annual Report,Self-reported
PRJ_NGO_00150_3,NGO_00150,Environment & Forests Initiative #3 (Ernakulam),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Disaster Relief & Rehabilitation"", ""Healthcare & Medical""]",CSR India Grant,"[""Kerala""]","[""Ernakulam""]",2022-10-01,2024-05-23,20,1730,20,4,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00150_3,Annual Report,Self-reported
PRJ_NGO_00150_4,NGO_00150,Environment & Forests Initiative #4 (Ernakulam),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Disaster Relief & Rehabilitation"", ""Healthcare & Medical""]",District Development Fund,"[""Kerala""]","[""Ernakulam""]",2021-01-01,2022-04-26,16,4038,18,6,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00150_4,Annual Report,Self-reported
PRJ_NGO_00150_5,NGO_00150,Environment & Forests Initiative #5 (Ernakulam),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Disaster Relief & Rehabilitation"", ""Healthcare & Medical""]",District Development Fund,"[""Kerala""]","[""Ernakulam""]",2020-12-01,2022-03-26,16,4947,19,4,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00150_5,Annual Report,Self-reported
PRJ_NGO_00151_1,NGO_00151,Child Welfare Initiative #1 (Noida),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Water & Sanitation""]",,"[""Uttar Pradesh""]","[""Noida""]",2024-08-01,2025-03-29,8,1143,6,6,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00151_1,Annual Report,Self-reported
PRJ_NGO_00152_1,NGO_00152,Healthcare & Medical Initiative #1 (Central Delhi),Ongoing,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Water & Sanitation""]",District Development Fund,"[""Delhi""]","[""Central Delhi""]",2024-04-01,,10,2505,18,3,2,,[],https://eleos.org/projects/PRJ_NGO_00152_1,Annual Report,Self-reported
PRJ_NGO_00152_2,NGO_00152,Healthcare & Medical Initiative #2 (Central Delhi),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Water & Sanitation""]",District Development Fund,"[""Delhi""]","[""Central Delhi""]",2023-03-01,2023-08-28,6,2538,3,4,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00152_2,Annual Report,Self-reported
PRJ_NGO_00152_3,NGO_00152,Healthcare & Medical Initiative #3 (Central Delhi),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Water & Sanitation""]",State Grant,"[""Delhi""]","[""Central Delhi""]",2022-10-01,2024-02-23,17,4266,20,6,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00152_3,Annual Report,Self-reported
PRJ_NGO_00152_4,NGO_00152,Healthcare & Medical Initiative #4 (Central Delhi),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Water & Sanitation""]",Public Donations,"[""Delhi""]","[""Central Delhi""]",2021-05-01,2021-12-27,8,3827,20,5,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00152_4,Annual Report,Self-reported
PRJ_NGO_00152_5,NGO_00152,Healthcare & Medical Initiative #5 (Central Delhi),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Water & Sanitation""]",Public Donations,"[""Delhi""]","[""Central Delhi""]",2020-03-01,2021-03-26,13,4128,5,4,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00152_5,Annual Report,Self-reported
PRJ_NGO_00152_6,NGO_00152,Healthcare & Medical Initiative #6 (Central Delhi),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Water & Sanitation""]",CSR India Grant,"[""Delhi""]","[""Central Delhi""]",2019-01-01,2019-09-28,9,4746,3,3,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00152_6,Annual Report,Self-reported
PRJ_NGO_00153_1,NGO_00153,Skill Development & Livelihood Initiative #1 (Surat),Ongoing,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Education""]",State Grant,"[""Gujarat""]","[""Surat""]",2024-10-01,,21,1218,10,3,1,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00153_1,Annual Report,Self-reported
PRJ_NGO_00153_2,NGO_00153,Skill Development & Livelihood Initiative #2 (Surat),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Education""]",District Development Fund,"[""Gujarat""]","[""Surat""]",2023-05-01,2025-04-20,24,4655,19,3,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00153_2,Annual Report,Self-reported
PRJ_NGO_00154_1,NGO_00154,Water & Sanitation Initiative #1 (Coimbatore),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,"[""Environment & Forests""]",CSR India Grant,"[""Tamil Nadu""]","[""Coimbatore""]",2024-03-01,2024-11-26,9,3840,2,5,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00154_1,Annual Report,Self-reported
PRJ_NGO_00154_2,NGO_00154,Water & Sanitation Initiative #2 (Coimbatore),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,"[""Environment & Forests""]",State Grant,"[""Tamil Nadu""]","[""Coimbatore""]",2023-02-01,2024-12-22,23,2330,11,4,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00154_2,Annual Report,Self-reported
PRJ_NGO_00154_3,NGO_00154,Water & Sanitation Initiative #3 (Coimbatore),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,"[""Environment & Forests""]",,"[""Tamil Nadu""]","[""Coimbatore""]",2022-08-01,2023-12-24,17,4403,9,6,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00154_3,Annual Report,Self-reported
PRJ_NGO_00154_4,NGO_00154,Water & Sanitation Initiative #4 (Coimbatore),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,"[""Environment & Forests""]",District Development Fund,"[""Tamil Nadu""]","[""Coimbatore""]",2021-01-01,2022-11-22,23,705,2,5,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00154_4,Annual Report,Self-reported
PRJ_NGO_00154_5,NGO_00154,Water & Sanitation Initiative #5 (Coimbatore),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,"[""Environment & Forests""]",State Grant,"[""Tamil Nadu""]","[""Coimbatore""]",2020-08-01,2021-11-24,16,967,7,4,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00154_5,Annual Report,Self-reported
PRJ_NGO_00154_6,NGO_00154,Water & Sanitation Initiative #6 (Coimbatore),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,"[""Environment & Forests""]",CSR India Grant,"[""Tamil Nadu""]","[""Coimbatore""]",2020-05-01,2021-10-23,18,888,7,6,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00154_6,Annual Report,Self-reported
PRJ_NGO_00155_1,NGO_00155,Healthcare & Medical Initiative #1 (Surat),Ongoing,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,[],CSR India Grant,"[""Gujarat""]","[""Surat""]",2024-12-01,,19,2999,7,4,1,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00155_1,Annual Report,Self-reported
PRJ_NGO_00155_2,NGO_00155,Healthcare & Medical Initiative #2 (Surat),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,[],,"[""Gujarat""]","[""Surat""]",2023-06-01,2025-04-21,23,973,14,5,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00155_2,Annual Report,Self-reported
PRJ_NGO_00155_3,NGO_00155,Healthcare & Medical Initiative #3 (Surat),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,[],Public Donations,"[""Gujarat""]","[""Surat""]",2022-06-01,2023-07-26,14,4259,6,5,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00155_3,Annual Report,Self-reported
PRJ_NGO_00156_1,NGO_00156,Healthcare & Medical Initiative #1 (South Delhi),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Skill Development & Livelihood"", ""Nutrition & Food Security""]",State Grant,"[""Delhi""]","[""South Delhi""]",2024-10-01,2025-03-30,6,1271,9,5,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00156_1,Annual Report,Self-reported
PRJ_NGO_00156_2,NGO_00156,Healthcare & Medical Initiative #2 (South Delhi),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Skill Development & Livelihood"", ""Nutrition & Food Security""]",District Development Fund,"[""Delhi""]","[""South Delhi""]",2023-07-01,2024-04-26,10,3630,12,5,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00156_2,Annual Report,Self-reported
PRJ_NGO_00156_3,NGO_00156,Healthcare & Medical Initiative #3 (South Delhi),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Skill Development & Livelihood"", ""Nutrition & Food Security""]",,"[""Delhi""]","[""South Delhi""]",2022-11-01,2024-02-24,16,3042,9,3,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00156_3,Annual Report,Self-reported
PRJ_NGO_00157_1,NGO_00157,Child Welfare Initiative #1 (Bengaluru Urban),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Environment & Forests""]",District Development Fund,"[""Karnataka""]","[""Bengaluru Urban""]",2025-07-01,2026-06-26,12,2604,7,6,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00157_1,Annual Report,Self-reported
PRJ_NGO_00157_2,NGO_00157,Child Welfare Initiative #2 (Bengaluru Urban),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Environment & Forests""]",State Grant,"[""Karnataka""]","[""Bengaluru Urban""]",2024-09-01,2026-07-23,23,1590,4,6,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00157_2,Annual Report,Self-reported
PRJ_NGO_00158_1,NGO_00158,Disaster Relief & Rehabilitation Initiative #1 (Raigad),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Rural Development""]",District Development Fund,"[""Maharashtra""]","[""Raigad""]",2024-09-01,2025-08-27,12,1393,5,3,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00158_1,Annual Report,Self-reported
PRJ_NGO_00158_2,NGO_00158,Disaster Relief & Rehabilitation Initiative #2 (Raigad),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Rural Development""]",CSR India Grant,"[""Maharashtra""]","[""Raigad""]",2023-04-01,2024-02-25,11,333,4,6,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00158_2,Annual Report,Self-reported
PRJ_NGO_00159_1,NGO_00159,Healthcare & Medical Initiative #1 (Rajkot),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,[],CSR India Grant,"[""Gujarat""]","[""Rajkot""]",2024-04-01,2025-01-26,10,912,6,6,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00159_1,Annual Report,Self-reported
PRJ_NGO_00159_2,NGO_00159,Healthcare & Medical Initiative #2 (Rajkot),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,[],,"[""Gujarat""]","[""Rajkot""]",2023-11-01,2025-08-22,22,4779,7,6,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00159_2,Annual Report,Self-reported
PRJ_NGO_00160_1,NGO_00160,Environment & Forests Initiative #1 (Sundargarh),Ongoing,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Healthcare & Medical""]",,"[""Odisha""]","[""Sundargarh""]",2024-08-01,,11,1534,19,5,3,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00160_1,Annual Report,Self-reported
PRJ_NGO_00161_1,NGO_00161,Women Empowerment Initiative #1 (Nashik),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,[],,"[""Maharashtra""]","[""Nashik""]",2024-12-01,2025-07-29,8,4416,6,6,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00161_1,Annual Report,Self-reported
PRJ_NGO_00161_2,NGO_00161,Women Empowerment Initiative #2 (Nashik),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,[],District Development Fund,"[""Maharashtra""]","[""Nashik""]",2023-09-01,2024-04-28,8,779,3,5,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00161_2,Annual Report,Self-reported
PRJ_NGO_00162_1,NGO_00162,Skill Development & Livelihood Initiative #1 (Ernakulam),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Disaster Relief & Rehabilitation""]",Public Donations,"[""Kerala""]","[""Ernakulam""]",2024-06-01,2026-05-22,24,3805,12,3,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00162_1,Annual Report,Self-reported
PRJ_NGO_00162_2,NGO_00162,Skill Development & Livelihood Initiative #2 (Ernakulam),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Disaster Relief & Rehabilitation""]",State Grant,"[""Kerala""]","[""Ernakulam""]",2023-08-01,2024-04-27,9,1766,6,6,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00162_2,Annual Report,Self-reported
PRJ_NGO_00162_3,NGO_00162,Skill Development & Livelihood Initiative #3 (Ernakulam),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Disaster Relief & Rehabilitation""]",Public Donations,"[""Kerala""]","[""Ernakulam""]",2022-06-01,2024-05-21,24,429,9,3,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00162_3,Annual Report,Self-reported
PRJ_NGO_00164_1,NGO_00164,Nutrition & Food Security Initiative #1 (Raigad),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation""]",District Development Fund,"[""Maharashtra""]","[""Raigad""]",2024-07-01,2025-01-27,7,2168,15,4,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00164_1,Annual Report,Self-reported
PRJ_NGO_00164_2,NGO_00164,Nutrition & Food Security Initiative #2 (Raigad),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation""]",Public Donations,"[""Maharashtra""]","[""Raigad""]",2023-03-01,2024-10-21,20,3097,18,4,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00164_2,Annual Report,Self-reported
PRJ_NGO_00164_3,NGO_00164,Nutrition & Food Security Initiative #3 (Raigad),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation""]",,"[""Maharashtra""]","[""Raigad""]",2022-08-01,2023-01-28,6,1232,2,6,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00164_3,Annual Report,Self-reported
PRJ_NGO_00164_4,NGO_00164,Nutrition & Food Security Initiative #4 (Raigad),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation""]",District Development Fund,"[""Maharashtra""]","[""Raigad""]",2021-06-01,2022-04-27,11,4711,2,4,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00164_4,Annual Report,Self-reported
PRJ_NGO_00164_5,NGO_00164,Nutrition & Food Security Initiative #5 (Raigad),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Disaster Relief & Rehabilitation""]",,"[""Maharashtra""]","[""Raigad""]",2021-03-01,2021-11-26,9,1600,4,5,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00164_5,Annual Report,Self-reported
PRJ_NGO_00166_1,NGO_00166,Disaster Relief & Rehabilitation Initiative #1 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],Public Donations,"[""Tamil Nadu""]","[""Salem""]",2024-02-01,2025-10-23,21,3297,3,4,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00166_1,Annual Report,Self-reported
PRJ_NGO_00166_2,NGO_00166,Disaster Relief & Rehabilitation Initiative #2 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],CSR India Grant,"[""Tamil Nadu""]","[""Salem""]",2023-09-01,2024-08-26,12,438,10,4,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00166_2,Annual Report,Self-reported
PRJ_NGO_00166_3,NGO_00166,Disaster Relief & Rehabilitation Initiative #3 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],State Grant,"[""Tamil Nadu""]","[""Salem""]",2022-02-01,2023-07-26,18,1528,6,3,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00166_3,Annual Report,Self-reported
PRJ_NGO_00166_4,NGO_00166,Disaster Relief & Rehabilitation Initiative #4 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],CSR India Grant,"[""Tamil Nadu""]","[""Salem""]",2021-07-01,2023-03-23,21,4304,3,5,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00166_4,Annual Report,Self-reported
PRJ_NGO_00166_5,NGO_00166,Disaster Relief & Rehabilitation Initiative #5 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],State Grant,"[""Tamil Nadu""]","[""Salem""]",2020-06-01,2021-12-23,19,3972,3,6,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00166_5,Annual Report,Self-reported
PRJ_NGO_00166_6,NGO_00166,Disaster Relief & Rehabilitation Initiative #6 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],,"[""Tamil Nadu""]","[""Salem""]",2019-03-01,2019-10-27,8,4395,14,5,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00166_6,Annual Report,Self-reported
PRJ_NGO_00166_7,NGO_00166,Disaster Relief & Rehabilitation Initiative #7 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],Public Donations,"[""Tamil Nadu""]","[""Salem""]",2018-10-01,2019-12-25,15,2661,3,6,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00166_7,Annual Report,Self-reported
PRJ_NGO_00167_1,NGO_00167,Nutrition & Food Security Initiative #1 (Central Delhi),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],CSR India Grant,"[""Delhi""]","[""Central Delhi""]",2024-05-01,2026-02-20,22,2999,7,6,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00167_1,Annual Report,Self-reported
PRJ_NGO_00167_2,NGO_00167,Nutrition & Food Security Initiative #2 (Central Delhi),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],State Grant,"[""Delhi""]","[""Central Delhi""]",2023-06-01,2025-05-21,24,3452,11,6,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00167_2,Annual Report,Self-reported
PRJ_NGO_00167_3,NGO_00167,Nutrition & Food Security Initiative #3 (Central Delhi),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],State Grant,"[""Delhi""]","[""Central Delhi""]",2022-04-01,2022-09-28,6,2462,6,4,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00167_3,Annual Report,Self-reported
PRJ_NGO_00167_4,NGO_00167,Nutrition & Food Security Initiative #4 (Central Delhi),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],Public Donations,"[""Delhi""]","[""Central Delhi""]",2022-10-01,2023-06-28,9,1687,14,3,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00167_4,Annual Report,Self-reported
PRJ_NGO_00167_5,NGO_00167,Nutrition & Food Security Initiative #5 (Central Delhi),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],,"[""Delhi""]","[""Central Delhi""]",2022-11-01,2023-12-26,14,4980,8,4,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00167_5,Annual Report,Self-reported
PRJ_NGO_00167_6,NGO_00167,Nutrition & Food Security Initiative #6 (Central Delhi),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],Public Donations,"[""Delhi""]","[""Central Delhi""]",2022-02-01,2023-04-27,15,2730,8,3,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00167_6,Annual Report,Self-reported
PRJ_NGO_00168_1,NGO_00168,Healthcare & Medical Initiative #1 (Thane),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development"", ""Child Welfare""]",State Grant,"[""Maharashtra""]","[""Thane""]",2024-12-01,2025-07-29,8,1547,3,4,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00168_1,Annual Report,Self-reported
PRJ_NGO_00168_2,NGO_00168,Healthcare & Medical Initiative #2 (Thane),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development"", ""Child Welfare""]",Public Donations,"[""Maharashtra""]","[""Thane""]",2023-10-01,2025-02-22,17,1462,18,6,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00168_2,Annual Report,Self-reported
PRJ_NGO_00168_3,NGO_00168,Healthcare & Medical Initiative #3 (Thane),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development"", ""Child Welfare""]",,"[""Maharashtra""]","[""Thane""]",2022-01-01,2022-11-27,11,4170,9,5,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00168_3,Annual Report,Self-reported
